Year,Team,Adj OE,Adj DE,Barthag,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,PAKE,PASE,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS
2008,Stetson,92.801,103.366,0.224,15,31,47.0,49.5,41.4,43.1,23.2,22.8,33.0,33.5,68.0,45.3,49.9,33.4,32.3,6.4,10.2,39.8,49.6,35.1,31.0,64.634,75.976,78.517,1.479,0.0,0.0,7.013,67.3,67.5,0.942,0.986,11.367
2008,Delaware St.,99.996,111.403,0.224,12,28,48.3,54.4,25.8,36.1,19.2,22.1,31.8,36.6,57.5,46.6,55.4,34.0,35.0,5.5,8.3,52.8,54.8,38.4,33.3,55.766,75.83,78.278,1.543,0.0,0.0,15.974,71.4,68.5,1.004,1.077,15.085
2008,Cal Poly,94.057,104.801,0.224,11,29,45.8,52.0,33.2,38.6,19.3,20.9,28.9,31.1,67.0,48.1,48.5,28.0,38.8,8.7,6.7,49.4,63.8,38.0,35.9,65.269,75.93,79.19,2.009,0.0,0.0,11.564,66.2,72.6,0.938,1.039,14.601
2008,New Hampshire,96.287,107.34,0.223,8,28,47.1,52.8,33.5,39.1,19.7,22.1,30.3,30.6,66.9,39.7,49.6,37.3,39.3,6.2,11.8,54.7,48.3,45.4,34.3,65.51,76.316,79.855,1.111,0.0,0.0,3.059,69.2,69.9,0.984,1.04,8.77
2008,Centenary,97.701,109.106,0.219,9,30,49.3,53.7,37.9,46.7,21.9,22.0,27.5,36.1,69.9,45.7,53.2,37.7,36.4,7.4,10.7,53.4,58.1,33.3,32.6,67.734,75.66,80.059,1.146,0.0,0.0,0.201,71.4,71.2,0.972,1.091,15.629
2008,Eastern Kentucky,96.936,108.386,0.217,12,28,52.1,55.3,26.2,33.5,20.7,23.6,24.8,33.5,62.6,50.5,52.9,35.9,39.9,7.0,10.3,64.6,61.4,46.8,35.2,60.178,77.316,79.393,1.624,0.0,0.0,0.92,71.7,66.0,0.998,1.051,9.855
2008,Coastal Carolina,98.178,110.523,0.204,10,25,50.1,52.4,29.6,27.4,19.6,17.7,29.6,33.1,65.8,47.3,50.2,36.0,37.1,5.6,9.6,60.8,56.5,40.8,40.9,64.04,75.999,77.718,1.983,0.0,0.0,0.194,67.5,69.8,1.012,1.096,10.425
2008,Penn,95.835,108.235,0.198,13,31,47.5,52.2,40.0,40.1,22.5,20.9,32.5,33.1,70.1,47.3,48.9,31.9,39.8,10.3,8.7,57.7,54.7,28.5,30.6,68.553,77.745,79.946,1.363,0.0,0.0,7.691,67.9,69.8,0.961,1.058,13.209
2008,UTSA,93.657,105.896,0.196,9,26,46.6,54.1,40.7,41.5,23.2,27.1,29.9,38.1,65.3,44.6,54.7,33.3,35.2,3.8,8.7,51.3,51.0,36.8,30.6,62.897,76.411,79.578,1.871,0.0,0.0,8.504,65.6,73.0,0.925,1.031,15.127
2008,Harvard,98.308,111.265,0.194,8,30,50.1,52.1,36.6,29.3,22.0,19.3,31.6,35.1,68.5,51.0,52.2,32.1,34.5,7.5,11.0,55.4,52.7,32.0,31.1,67.357,75.666,79.187,1.349,0.0,0.0,13.388,73.7,74.0,0.993,1.078,10.784
2008,Mercer,96.371,109.196,0.192,10,29,48.0,49.0,35.0,28.3,20.4,18.8,34.5,36.5,74.6,48.2,46.5,31.6,35.7,12.2,8.8,46.3,57.8,29.8,34.9,70.778,76.756,79.144,1.745,0.0,0.0,26.495,66.9,67.1,1.005,1.043,9.123
2008,Idaho,95.58,108.347,0.191,7,28,47.9,52.6,30.5,47.7,23.6,20.9,32.4,33.5,66.3,44.9,52.6,35.5,35.0,7.9,9.4,52.8,54.2,35.9,30.8,64.623,77.308,80.257,2.377,0.0,0.0,0.2,59.8,74.6,0.94,1.076,16.272
2008,Central Arkansas,91.845,104.178,0.19,10,26,43.5,48.1,41.1,39.2,22.1,20.3,32.7,32.8,68.4,42.5,45.0,30.2,36.7,11.8,12.4,40.6,56.4,33.1,31.2,65.581,75.7,79.309,1.95,0.0,0.0,1.146,69.7,66.2,0.931,0.996,9.803
2008,USC Upstate,92.08,104.631,0.187,6,28,46.2,51.3,37.0,40.4,22.8,22.9,28.2,36.1,68.0,44.7,50.8,32.5,34.8,7.4,7.2,58.1,56.6,36.0,35.1,64.355,75.894,80.191,1.384,0.0,0.0,0.2,61.7,66.9,0.905,1.033,13.798
2008,UC Riverside,93.399,106.269,0.185,8,29,45.9,53.1,39.8,43.8,23.8,20.3,31.7,27.7,64.6,46.2,51.1,30.0,37.6,6.3,8.4,52.3,55.0,27.0,38.1,62.102,75.821,78.165,1.574,0.0,0.0,16.292,69.0,73.4,0.91,1.049,15.923
2008,Morehead St.,93.917,106.895,0.184,13,28,47.9,55.5,40.0,44.4,22.9,22.9,32.3,27.5,64.8,46.4,51.2,33.8,41.4,6.3,10.1,61.7,64.6,35.3,39.0,62.796,75.664,77.562,1.563,0.0,0.0,2.557,71.2,69.7,0.973,1.049,11.283
2008,Norfolk St.,95.422,108.848,0.18,16,31,48.2,49.5,29.8,44.9,22.0,22.6,35.9,35.7,70.1,49.5,47.0,30.1,36.4,9.4,7.2,41.7,55.3,28.0,33.3,68.875,76.466,79.436,2.209,0.0,0.0,0.2,66.5,65.3,0.989,1.003,6.691
2008,Furman,93.462,106.895,0.176,7,30,47.3,52.9,29.4,28.8,21.8,19.0,25.8,32.7,66.1,45.5,52.7,33.2,35.5,5.8,14.2,56.3,57.3,42.6,36.4,64.609,76.51,80.256,0.793,0.0,0.0,7.346,70.9,69.8,0.927,1.08,15.15
2008,Idaho St.,95.251,108.985,0.175,10,29,47.5,51.0,35.4,40.7,23.5,18.9,32.2,35.6,61.7,47.9,47.6,31.1,37.3,9.2,9.5,53.4,62.7,29.9,40.1,60.306,77.928,80.053,1.602,0.0,0.0,0.2,69.7,72.9,0.944,1.102,16.699
2008,Campbell,95.281,109.023,0.175,9,29,48.1,52.8,42.9,41.2,23.2,22.2,35.2,33.0,71.6,46.3,50.9,34.5,37.2,8.1,14.2,63.4,64.2,33.3,39.1,68.205,76.315,78.498,1.49,0.0,0.0,0.2,70.0,65.6,0.988,1.047,7.19
2008,Coppin St.,92.351,105.737,0.174,14,35,43.5,50.4,36.6,39.9,22.2,24.9,31.7,38.3,64.2,42.0,49.1,32.0,34.9,6.7,11.2,45.4,60.3,24.4,37.8,62.148,76.401,79.214,1.986,0.0,0.0,4.12,71.2,65.9,0.906,1.014,15.835
2008,Savannah St.,86.302,98.904,0.173,10,27,44.3,48.7,37.0,54.0,28.9,25.2,32.4,34.7,67.9,40.7,47.2,36.9,34.8,8.8,11.6,50.8,54.8,24.5,31.1,66.777,75.719,79.003,1.679,0.0,0.0,2.44,67.3,68.1,0.834,0.986,18.263
2008,Stony Brook,92.136,105.654,0.172,7,30,43.8,50.5,31.4,39.8,20.3,22.9,35.6,35.8,64.3,41.6,47.7,33.1,36.1,7.2,9.2,39.3,64.7,27.1,43.6,62.613,75.485,78.533,2.011,0.0,0.0,19.995,68.8,67.4,0.94,1.023,9.362
2008,Samford,96.235,110.719,0.166,12,28,54.8,51.3,32.0,28.7,22.9,18.6,23.4,32.7,57.4,58.1,49.8,34.6,35.9,5.5,10.7,72.1,47.3,53.6,37.5,55.032,77.143,80.063,1.453,0.0,0.0,1.32,66.6,73.2,0.993,1.074,9.209
2008,Presbyterian,94.837,109.117,0.166,2,27,50.0,57.8,25.5,31.3,25.0,22.0,26.0,34.6,61.1,45.8,57.0,36.0,39.6,4.0,14.4,61.1,62.5,51.3,34.0,59.761,74.927,77.902,1.343,0.0,0.0,5.847,65.5,68.6,0.91,1.12,26.744
2008,Rice,86.629,99.701,0.166,3,30,41.2,48.5,39.0,43.0,27.7,22.6,34.1,35.3,68.1,41.3,47.5,27.3,33.6,8.8,8.2,50.5,61.4,24.5,34.9,65.702,77.014,80.551,1.354,0.0,0.0,22.597,64.8,71.4,0.821,1.013,21.851
2008,St. Francis NY,91.948,105.958,0.164,7,29,46.1,53.0,32.4,34.1,22.7,22.5,34.5,30.5,70.1,46.0,52.9,30.8,35.6,5.1,7.3,51.5,59.5,33.0,33.0,68.081,74.762,78.225,1.893,0.0,0.0,16.375,63.5,70.2,0.938,1.027,7.881
2008,Florida A&M,93.701,108.185,0.161,13,30,47.2,51.8,31.5,33.0,22.2,22.7,28.8,36.3,67.6,44.4,52.4,34.6,33.8,4.9,10.6,54.5,51.7,36.8,31.5,66.539,74.345,78.492,2.183,0.0,0.0,1.034,62.2,64.4,0.927,1.024,15.824
2008,Radford,94.807,109.57,0.159,8,28,47.3,52.5,41.2,39.5,23.7,18.2,33.5,33.2,69.8,47.0,50.4,32.0,37.0,8.4,8.3,51.1,61.0,30.5,41.3,68.431,76.059,79.565,1.291,0.0,0.0,0.507,68.8,68.4,0.957,1.102,13.668
2008,Monmouth,92.04,106.538,0.157,7,31,47.0,50.2,30.8,42.8,22.2,22.7,24.8,37.2,63.7,46.1,50.6,32.1,33.1,6.8,10.6,58.4,59.7,43.6,40.1,61.004,75.622,78.778,0.899,0.0,0.0,0.2,68.6,70.8,0.914,1.036,9.581
2008,Canisius,93.772,108.833,0.153,6,31,46.4,50.1,27.9,40.5,23.4,17.5,34.2,37.5,67.0,43.7,48.1,33.7,35.8,11.5,10.3,53.0,58.8,40.3,35.2,64.313,74.998,78.401,0.713,0.0,0.0,4.541,64.9,69.0,0.927,1.093,11.561
2008,Long Beach St.,95.266,110.58,0.153,6,31,49.3,52.9,35.2,31.4,24.5,19.2,28.1,33.6,65.3,47.3,51.4,35.1,37.0,6.3,8.0,63.5,56.0,37.7,35.4,63.094,75.882,79.551,1.562,0.0,0.0,6.473,74.3,71.1,0.945,1.089,12.499
2008,Princeton,92.939,107.894,0.152,5,27,49.1,52.0,28.2,42.3,23.6,20.1,27.6,31.6,60.3,50.4,53.3,31.7,32.7,5.1,8.9,58.3,52.3,44.0,30.3,58.877,77.28,79.432,1.926,0.0,0.0,0.984,70.2,70.6,0.935,1.056,11.255
2008,Mississippi Valley St.,90.671,105.285,0.152,15,31,43.4,49.8,40.3,36.9,21.7,22.8,32.2,34.6,65.5,40.7,50.9,34.2,31.6,7.5,9.8,52.7,51.2,24.8,31.5,63.225,75.534,78.682,2.49,0.0,-0.013,0.2,66.9,65.7,0.912,1.0,14.921
2008,Kennesaw St.,93.744,108.915,0.151,9,29,46.3,52.4,36.2,41.7,24.6,26.7,36.5,41.7,72.3,46.1,52.9,31.0,34.1,9.6,8.9,50.8,57.1,39.3,29.9,68.776,77.249,79.531,1.469,0.0,0.0,0.2,65.1,65.2,0.939,1.028,8.378
2008,Fairleigh Dickinson,98.439,114.497,0.15,8,28,49.1,52.9,37.2,28.3,20.1,17.1,27.4,37.6,69.6,46.2,49.6,35.5,40.6,6.6,10.4,49.6,53.9,40.4,28.9,67.255,75.528,79.306,1.883,0.0,0.0,0.2,71.3,65.5,1.002,1.118,11.065
2008,Southeast Missouri St.,95.352,111.064,0.148,10,29,50.2,51.2,39.5,43.9,23.5,20.0,32.9,34.0,75.3,49.5,48.9,34.5,36.7,10.6,7.6,50.4,62.2,32.4,38.4,74.885,76.445,79.643,1.696,0.0,0.0,9.956,66.5,71.0,0.987,1.075,10.872
2008,Florida Gulf Coast,93.396,108.995,0.145,10,31,47.7,53.8,33.6,36.2,25.0,23.6,35.5,35.6,70.1,45.7,51.7,34.2,38.1,8.5,8.5,58.5,62.8,36.1,37.9,67.893,77.735,80.971,2.493,0.0,0.0,0.194,64.2,65.4,0.93,1.04,13.027
2008,North Carolina A&T,94.812,111.147,0.138,11,27,50.4,51.4,42.1,31.6,25.2,19.9,31.6,33.6,68.8,50.7,53.5,33.3,32.2,8.8,11.2,48.4,51.3,36.4,40.2,67.951,75.946,79.276,2.385,0.0,0.0,0.354,61.5,64.4,0.949,1.051,16.41
2008,Saint Francis,95.601,112.304,0.136,5,28,46.6,53.4,38.3,32.9,23.1,18.9,32.5,32.5,63.9,44.4,52.6,33.5,36.7,6.3,12.4,53.5,52.1,36.8,31.1,61.675,75.718,79.216,1.669,0.0,0.0,0.759,72.4,74.5,0.965,1.091,9.791
2008,Charleston Southern,98.264,115.672,0.133,6,26,49.2,54.5,26.2,35.8,20.5,17.2,30.7,33.3,70.9,45.0,55.8,36.7,35.0,5.3,10.6,50.8,58.8,41.4,38.4,68.595,75.958,79.11,0.999,0.0,0.0,6.481,66.7,66.5,0.99,1.127,11.059
2008,Jackson St.,92.537,108.94,0.133,14,34,45.5,51.4,41.9,40.1,22.6,22.5,33.7,33.9,72.6,44.8,50.3,31.7,35.8,8.1,9.9,50.7,53.6,27.3,31.0,70.693,76.041,79.57,1.714,0.0,0.0,3.856,67.5,67.3,0.945,1.019,10.414
2008,Dartmouth,91.433,107.695,0.132,9,27,45.7,53.1,27.3,41.1,20.6,20.9,31.3,33.1,66.4,45.5,53.2,31.0,35.2,8.0,7.7,50.3,52.0,24.2,27.1,65.036,75.485,79.495,1.774,0.0,0.0,2.206,66.3,69.8,0.933,1.044,7.969
2008,South Carolina St.,95.327,112.312,0.132,12,32,48.0,49.4,36.3,39.6,24.5,19.6,37.2,35.7,72.2,46.9,48.4,33.7,34.5,9.6,7.3,55.1,49.9,31.0,31.9,70.392,75.12,78.455,1.587,0.0,0.0,6.75,60.5,67.1,0.963,1.046,8.704
2008,Jacksonville St.,96.982,114.611,0.128,5,27,51.1,52.7,32.8,39.9,20.7,20.2,29.0,37.9,70.1,47.6,52.4,37.7,35.6,8.5,11.7,63.9,58.3,39.1,32.2,67.999,73.896,78.39,1.365,0.0,0.0,1.994,60.3,68.5,0.999,1.097,5.495
2008,Alabama A&M,87.952,103.976,0.127,11,26,43.4,47.4,39.1,40.5,22.7,26.0,33.0,36.1,70.8,40.5,45.3,32.9,35.1,14.3,14.3,44.7,55.4,32.3,28.2,68.103,75.844,79.514,1.418,0.0,0.0,7.53,68.7,69.8,0.907,0.955,8.523
2008,Eastern Illinois,95.688,113.356,0.125,6,28,49.2,52.2,32.2,41.3,22.8,18.4,32.1,32.1,62.9,46.3,47.5,37.6,39.5,6.4,7.9,59.3,60.1,28.4,39.9,61.676,76.369,79.503,2.081,0.0,0.0,7.86,72.9,70.0,0.984,1.091,6.155
2008,Cal St. Bakersfield,95.328,113.24,0.121,8,29,46.0,55.6,31.2,31.8,19.4,19.7,34.1,34.4,67.6,43.3,55.5,34.4,37.2,4.9,6.8,50.1,58.9,32.2,36.4,65.53,75.765,78.749,1.387,0.0,0.0,0.193,68.0,69.0,0.977,1.102,9.701
2008,Southern,88.998,105.813,0.12,10,28,45.1,48.4,41.8,32.7,22.7,21.0,28.9,32.6,66.6,41.7,48.0,35.1,32.8,8.8,12.8,47.0,57.8,31.8,36.7,63.54,76.501,79.416,1.776,0.0,0.0,5.798,67.2,64.9,0.912,0.985,9.592
2008,Louisiana Tech,92.585,110.329,0.117,6,30,44.7,54.6,31.8,35.0,19.4,22.2,24.1,36.5,66.3,42.2,55.9,33.4,34.0,5.4,9.1,40.1,52.7,32.1,26.6,63.84,74.724,77.643,1.442,0.0,0.0,5.787,73.7,67.7,0.914,1.08,11.647
2008,UC Davis,97.087,116.026,0.114,7,29,51.0,55.6,34.1,31.9,23.8,20.5,22.5,37.1,64.7,50.0,56.4,34.9,36.1,6.7,9.9,60.4,56.6,42.5,33.6,62.883,77.408,80.194,1.291,0.0,0.0,13.394,79.2,69.5,0.956,1.125,14.886
2008,Maine,90.413,108.187,0.113,6,29,46.6,50.3,40.0,35.0,27.2,19.6,33.9,33.1,68.8,44.7,48.2,33.8,36.2,7.0,9.1,53.7,59.1,30.6,34.3,67.553,77.861,79.931,1.208,0.0,0.0,0.2,68.0,73.1,0.906,1.05,11.101
2008,Bethune Cookman,91.885,110.436,0.108,9,29,48.5,49.2,42.0,38.8,25.4,23.4,31.6,38.7,59.3,47.9,49.7,33.5,32.2,7.0,8.3,50.0,53.5,26.0,33.3,57.967,75.593,77.345,1.957,0.0,0.0,0.2,68.4,66.8,0.939,1.013,7.673
2008,Winston Salem St.,88.823,106.855,0.107,10,28,43.8,48.7,35.0,36.3,23.1,22.9,33.4,37.1,68.3,43.8,50.1,29.2,30.7,8.0,11.2,47.3,52.1,31.8,33.8,65.945,75.43,78.694,1.557,0.0,0.0,0.731,62.0,68.8,0.896,0.988,9.974
2008,Longwood,96.059,115.865,0.104,6,28,45.2,56.3,31.7,39.3,23.0,23.2,34.5,34.5,70.6,40.0,54.6,35.8,39.8,5.9,9.6,62.8,56.6,37.9,33.7,67.505,75.811,78.81,1.977,0.0,0.0,0.2,66.7,71.8,0.932,1.099,13.033
2008,The Citadel,94.087,114.773,0.092,2,26,48.2,58.3,18.9,31.9,19.6,19.8,23.6,35.1,64.2,41.0,57.4,38.1,40.0,3.3,13.2,52.6,61.2,45.0,35.3,62.547,75.432,77.732,0.249,0.0,0.0,0.226,67.7,71.3,0.927,1.173,17.734
2008,Arkansas Pine Bluff,87.385,107.264,0.087,11,29,44.2,46.0,30.1,39.1,21.1,19.2,29.4,31.1,65.7,43.1,44.8,31.1,32.6,13.1,9.1,49.8,47.5,30.6,30.9,62.979,76.442,79.73,2.175,0.0,0.0,0.195,62.0,69.7,0.894,0.974,8.348
2008,Prairie View A&M,90.187,112.03,0.076,7,29,47.2,50.8,39.4,50.9,25.9,21.5,32.5,36.9,72.5,47.9,48.0,30.4,38.4,10.5,9.8,48.6,53.6,29.5,30.1,69.657,76.394,79.38,2.024,0.0,0.0,0.858,60.3,64.6,0.898,1.059,13.209
2008,Sacramento St.,90.451,112.391,0.076,2,26,44.2,57.5,32.3,42.5,20.9,23.7,29.6,38.4,70.1,42.3,57.5,32.2,38.2,7.4,12.5,50.3,65.2,31.1,34.9,69.029,75.841,78.684,1.739,0.0,0.0,6.299,60.8,68.9,0.894,1.115,16.831
2008,Loyola Marymount,88.834,111.243,0.07,5,31,45.1,55.3,37.1,40.7,25.6,20.6,28.1,33.4,70.9,43.7,54.7,32.0,37.7,5.8,10.4,59.4,58.6,33.8,30.9,69.049,77.084,80.906,1.07,0.0,0.0,0.172,64.1,68.8,0.863,1.095,16.578
2008,Texas Southern,87.236,110.375,0.063,7,32,44.5,52.2,30.3,34.3,22.1,22.3,26.5,38.8,70.3,42.5,50.9,31.9,36.6,5.1,8.5,50.4,53.6,37.3,33.5,67.776,75.469,77.017,1.753,0.0,0.0,3.994,65.0,64.2,0.884,1.052,12.352
2008,North Florida,85.411,108.504,0.06,2,28,42.8,50.7,36.2,52.7,24.7,21.2,31.5,35.1,68.9,43.2,48.5,27.8,36.9,9.4,9.8,50.5,55.1,29.7,32.2,65.424,76.632,79.043,1.505,0.0,0.0,2.617,61.0,67.9,0.849,1.055,13.319
2008,Grambling St.,90.85,115.528,0.059,7,24,46.6,48.2,31.4,42.2,23.4,16.4,32.9,33.0,70.8,45.1,47.7,33.4,32.9,6.3,10.7,51.2,47.5,28.6,28.4,68.585,75.828,78.801,1.326,0.0,0.0,0.255,61.6,69.7,0.913,1.068,8.414
2008,Alcorn St.,92.184,117.502,0.058,6,29,46.8,54.7,35.7,46.9,23.8,20.5,32.1,33.2,71.3,44.6,53.3,34.5,39.1,3.8,8.7,40.5,45.4,30.7,26.3,69.191,76.663,79.092,2.024,0.0,0.0,2.145,69.2,68.4,0.929,1.091,8.46
2008,North Carolina Central,83.626,106.838,0.056,3,26,41.5,53.9,31.8,39.3,29.1,21.0,27.8,39.1,71.6,40.0,54.3,29.7,35.5,6.3,12.3,59.5,62.0,32.3,35.6,69.923,75.455,78.53,1.541,0.0,0.0,0.2,63.7,70.6,0.765,1.116,27.022
2008,Howard,84.919,108.727,0.055,6,32,45.9,50.1,36.5,30.9,26.6,18.6,30.0,36.5,66.6,47.1,48.2,28.9,36.1,10.8,6.7,46.4,55.3,32.1,30.8,63.921,77.966,79.922,1.082,0.0,0.0,0.194,61.6,64.9,0.849,1.06,9.004
2008,Maryland Eastern Shore,86.084,113.81,0.039,4,32,39.4,53.4,37.8,40.7,22.2,22.6,34.5,39.3,68.9,39.2,51.4,26.6,38.3,7.0,11.7,40.8,60.1,28.4,33.8,68.14,76.05,79.476,1.115,0.0,0.0,0.673,61.7,65.2,0.852,1.086,11.445
2008,NJIT,78.044,108.973,0.021,0,29,40.2,53.7,40.1,45.8,27.9,20.4,30.7,32.9,71.3,39.0,50.7,28.4,40.1,9.1,12.5,50.5,62.3,32.3,31.4,69.393,75.755,78.813,1.074,0.0,0.0,0.172,61.3,68.3,0.784,1.079,8.74
