,Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,PFSeed,PFTeam,PFScore,PUSeed,PUTeam,PUScore,Team_x,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,SOSEM_x,SOSO_x,SOSD_x,BPIO_x,BPID_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,Team_y,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,SOSEM_y,SOSO_y,SOSD_y,BPIO_y,BPID_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y
454,2015,1,SW,14,3,Baylor,56,14,Georgia St.,57,3,Baylor,56,14,Georgia St.,57,Baylor,B12,22.14,116.6,94.5,61.5,10.22,108.9,98.7,4.8,8.8,24.0,10.0,69.1,60.2,8.85,9.33,6.46,11.39,17.85,0.1124999999999999,Georgia St.,SB,10.32,111.6,101.3,62.4,-1.47,102.4,103.9,4.0,3.6,25.0,10.0,71.4,62.4,9.0,-2.03,2.07,3.4,5.47,0.1875
455,2015,1,SW,15,7,VCU,72,10,Ohio St.,75,7,VCU,72,10,Ohio St.,75,VCU,A10,16.27,111.1,94.9,66.5,6.65,107.9,101.2,8.3,3.7,26.0,10.0,72.5,65.8,6.69,6.1,9.1,3.69,12.79,-0.089781746031746,Ohio St.,B10,20.75,115.6,94.8,65.2,6.76,108.1,101.4,9.7,6.6,24.0,11.0,75.3,63.0,12.31,7.37,11.93,7.76,19.68,-0.1987433862433862
456,2015,1,SW,16,2,Arizona,93,15,Texas Southern,72,2,Arizona,93,15,Texas Southern,72,Arizona,P12,32.36,119.9,87.5,65.8,7.37,108.3,100.9,10.7,8.9,34.0,4.0,76.6,59.7,16.92,7.41,13.24,11.09,24.33,-0.1536458333333333,Texas Southern,SWAC,-3.84,104.1,107.9,63.3,-6.74,100.0,106.8,-0.4,-2.6,22.0,13.0,68.3,68.2,0.11,-6.09,-1.74,-4.23,-5.98,0.2232142857142857
457,2015,1,NE,17,1,Villanova,93,16,Lafayette,52,1,Villanova,93,16,Lafayette,52,Villanova,BE,30.65,122.7,92.0,64.2,7.67,108.2,100.6,10.8,8.5,33.0,3.0,76.5,60.9,15.58,7.55,12.87,10.26,23.13,0.1099537037037037,Lafayette,Pat,-2.14,112.9,115.1,64.6,-4.01,103.0,107.0,6.2,-6.4,20.0,13.0,73.5,73.0,0.52,-3.12,4.46,-7.83,-3.37,-0.2003968253968253
458,2015,1,NE,18,8,North Carolina St.,66,9,LSU,65,8,North Carolina St.,66,9,LSU,65,North Carolina St.,ACC,15.93,114.9,98.9,64.1,9.84,109.3,99.5,6.4,4.0,22.0,14.0,70.1,65.8,4.39,9.72,8.3,5.8,14.11,0.2296006944444444,LSU,SEC,13.76,108.9,95.1,69.3,5.09,106.2,101.2,7.0,0.8,22.0,11.0,73.4,67.7,5.76,5.63,10.21,1.18,11.39,0.1548202614379084
459,2015,1,NE,19,5,Northern Iowa,71,12,Wyoming,54,5,Northern Iowa,71,12,Wyoming,54,Northern Iowa,MVC,20.98,116.3,95.3,58.2,1.42,104.4,103.0,0.9,10.9,31.0,4.0,65.2,54.6,10.54,2.0,0.88,11.66,12.54,0.0685763888888889,Wyoming,MWC,5.67,104.8,99.1,59.1,-1.04,103.0,104.1,-4.8,7.7,25.0,10.0,61.5,56.4,5.06,-0.04,-4.06,7.88,3.81,0.1076388888888889
460,2015,1,NE,20,4,Louisville,57,13,UC Irvine,55,4,Louisville,57,13,UC Irvine,55,Louisville,ACC,21.21,110.2,88.9,64.6,9.69,109.5,99.8,5.1,9.8,27.0,9.0,69.0,59.8,9.14,8.98,6.4,11.73,18.12,0.3330662393162393,UC Irvine,BW,7.09,106.3,99.2,63.4,0.9,104.7,103.8,1.3,4.0,21.0,13.0,67.5,62.1,5.35,0.45,-0.23,3.87,3.63,0.2430555555555555
461,2015,1,NE,21,6,Providence,53,11,Dayton,66,6,Providence,53,11,Dayton,66,Providence,BE,16.72,112.6,95.9,65.2,10.26,109.7,99.4,5.8,4.6,22.0,12.0,69.7,65.5,4.21,9.5,7.44,6.27,13.71,-0.0138888888888888,Dayton,A10,14.24,109.2,95.0,63.4,3.39,105.4,102.0,2.7,6.7,27.0,9.0,67.8,60.8,6.92,4.06,2.88,8.1,10.98,-0.0597222222222222
462,2015,1,NE,22,3,Oklahoma,69,14,Albany,60,3,Oklahoma,69,14,Albany,60,Oklahoma,B12,22.8,112.5,89.7,66.7,11.0,110.2,99.2,7.4,6.6,24.0,11.0,71.5,62.7,8.71,9.94,9.42,9.23,18.65,-0.2762345679012345,Albany,AE,3.29,107.2,103.9,60.8,-5.5,100.4,105.9,-1.5,3.9,24.0,9.0,65.3,60.5,4.85,-5.18,-3.2,2.86,-0.34,0.0958333333333333
463,2015,1,NE,23,7,Michigan St.,70,10,Georgia,63,7,Michigan St.,70,10,Georgia,63,Michigan St.,B10,21.72,116.6,94.9,63.1,10.49,110.3,99.8,7.6,6.2,27.0,12.0,71.1,63.6,7.46,10.0,9.54,7.92,17.46,0.3840996168582376,Georgia,SEC,15.09,109.6,94.5,64.1,8.73,108.6,99.9,3.9,4.8,21.0,12.0,68.2,64.4,3.82,8.6,5.49,6.93,12.42,-0.5303030303030303
464,2015,1,NE,24,2,Virginia,79,15,Belmont,67,2,Virginia,79,15,Belmont,67,Virginia,ACC,30.06,115.6,85.5,58.0,8.21,108.5,100.3,1.9,17.7,30.0,4.0,65.4,51.5,13.91,7.81,2.12,19.6,21.73,-0.4166666666666666,Belmont,OVC,2.27,110.2,107.9,66.9,-3.33,102.4,105.7,5.9,-3.9,22.0,11.0,74.2,70.6,3.64,-2.77,5.55,-5.2,0.35,-0.1293402777777777
465,2015,1,SE,25,1,Duke,85,16,Robert Morris,56,1,Duke,85,16,Robert Morris,56,Duke,ACC,32.48,124.5,92.0,65.8,11.17,110.7,99.5,16.4,6.0,35.0,4.0,79.3,64.2,15.1,9.87,17.28,7.69,24.97,0.1589052287581699,Robert Morris,NEC,-1.39,103.1,104.5,65.4,-4.59,102.7,107.3,-0.1,-0.4,20.0,15.0,69.0,68.5,0.49,-3.5,-1.1,-1.92,-3.02,0.1215277777777778
466,2015,1,SE,26,8,San Diego St.,76,9,St. John's,64,8,San Diego St.,76,9,St. John's,64,San Diego St.,MWC,15.95,104.9,89.0,60.4,3.63,106.1,102.5,-3.3,11.0,27.0,9.0,61.8,53.9,7.97,4.24,-2.5,14.31,11.81,-0.3379629629629628,St. John's,BE,13.7,110.7,97.0,66.7,8.72,109.0,100.3,6.3,2.9,21.0,12.0,71.0,67.9,3.12,9.04,7.19,4.66,11.85,-0.3849206349206349
467,2015,1,SE,27,5,Utah,57,12,Stephen F. Austin,50,5,Utah,57,12,Stephen F. Austin,50,Utah,P12,27.24,116.4,89.2,60.5,8.19,108.8,100.6,5.0,11.3,26.0,9.0,71.3,57.1,14.2,7.42,6.09,14.89,20.98,0.1514756944444444,Stephen F. Austin,Slnd,13.64,113.9,100.3,65.4,-5.56,102.2,107.7,6.9,1.9,29.0,5.0,78.6,64.4,14.24,-4.2,7.22,1.39,8.61,0.0944444444444444
468,2015,1,SE,28,4,Georgetown,84,13,Eastern Washington,74,4,Georgetown,84,13,Eastern Washington,74,Georgetown,BE,19.13,114.3,95.1,64.0,10.23,110.5,100.3,6.0,4.3,22.0,11.0,70.9,65.2,5.67,9.81,8.11,7.37,15.48,-0.1335227272727272,Eastern Washington,BSky,3.25,112.9,109.6,68.2,-3.75,104.2,108.0,9.9,-7.0,26.0,9.0,80.6,73.9,6.63,-3.84,9.2,-8.41,0.79,-0.1689814814814814
469,2015,1,SE,29,6,SMU,59,11,UCLA,60,6,SMU,59,11,UCLA,60,SMU,Amer,17.51,113.1,95.6,63.1,2.52,105.3,102.8,3.3,6.5,27.0,7.0,69.1,59.8,9.35,3.57,4.59,8.35,12.94,-0.5555555555555556,UCLA,P12,14.65,112.9,98.2,65.8,8.4,107.9,99.5,5.8,-1.0,22.0,14.0,71.9,68.1,3.81,8.27,8.94,3.14,12.07,0.423076923076923
470,2015,1,SE,30,3,Iowa St.,59,14,UAB,60,3,Iowa St.,59,14,UAB,60,Iowa St.,B12,21.49,119.0,97.5,69.6,10.59,109.0,98.5,12.7,1.1,25.0,9.0,77.8,69.0,8.79,9.15,15.84,2.1,17.94,-0.1436403508771929,UAB,CUSA,3.06,104.9,101.9,64.7,0.29,103.9,103.6,1.9,-1.3,20.0,16.0,68.8,68.1,0.67,1.62,1.98,-0.05,1.94,-0.0631944444444444
471,2015,1,SE,31,7,Iowa,83,10,Davidson,52,7,Iowa,83,10,Davidson,52,Iowa,B10,19.02,114.2,95.1,63.7,8.58,108.9,100.4,5.6,6.5,22.0,12.0,69.8,62.3,7.44,8.39,7.02,8.81,15.83,-0.1323302469135802,Davidson,A10,15.0,119.7,104.7,66.7,3.16,105.3,102.2,11.2,-0.9,24.0,8.0,79.0,69.4,9.63,3.19,13.12,-1.16,11.97,0.0055555555555556
472,2015,1,SE,32,2,Gonzaga,86,15,North Dakota St.,76,2,Gonzaga,86,15,North Dakota St.,76,Gonzaga,WCC,27.78,121.7,93.9,64.7,4.37,107.3,102.9,11.5,4.9,35.0,3.0,78.7,61.7,17.0,5.12,13.08,8.04,21.12,0.2361111111111111,North Dakota St.,Sum,1.41,103.8,102.4,60.8,-4.21,102.9,107.1,-4.0,2.9,23.0,10.0,64.9,62.3,2.55,-3.63,-5.08,3.36,-1.72,0.3072916666666667
473,2015,2,NW,33,1,Kentucky,64,8,Cincinnati,51,1,Kentucky,64,8,Cincinnati,51,Kentucky,SEC,36.91,121.3,84.4,62.4,8.58,108.7,100.1,10.3,13.6,38.0,1.0,74.4,54.3,20.05,8.67,11.55,17.18,28.72,0.5150462962962964,Cincinnati,Amer,14.15,108.2,94.0,59.8,3.39,104.9,101.5,-2.3,11.0,23.0,11.0,62.1,55.8,6.32,4.4,-1.19,11.91,10.72,-0.3191425120772946
474,2015,2,NW,34,4,Maryland,59,5,West Virginia,69,4,Maryland,59,5,West Virginia,69,Maryland,B10,15.68,111.3,95.7,63.9,7.15,108.3,101.1,4.1,6.4,28.0,7.0,69.1,63.4,5.69,7.63,5.42,7.9,13.32,0.1287878787878788,West Virginia,B12,17.64,112.6,94.9,67.9,9.56,108.9,99.3,8.0,3.5,25.0,10.0,72.6,66.8,5.83,9.29,10.53,4.59,15.12,0.1760620915032679
475,2015,2,NW,35,3,Notre Dame,67,6,Butler,64,3,Notre Dame,67,6,Butler,64,Notre Dame,ACC,24.96,125.4,100.4,63.4,7.59,107.7,100.1,13.0,2.8,32.0,6.0,78.0,65.8,12.21,7.02,14.99,4.24,19.23,-0.1689814814814815,Butler,BE,20.09,110.2,90.1,63.2,9.72,110.6,100.9,3.5,9.3,23.0,11.0,69.0,61.0,8.03,8.62,5.06,11.58,16.64,0.7087962962962963
476,2015,2,NW,36,2,Kansas,65,7,Wichita St.,78,2,Kansas,65,7,Wichita St.,78,Kansas,B12,22.72,114.5,91.8,67.0,13.17,110.6,97.4,8.9,5.5,27.0,9.0,71.1,64.8,6.33,12.13,11.13,7.34,18.47,-0.0087301587301587,Wichita St.,MVC,22.21,115.8,93.6,62.3,3.24,105.5,102.3,5.1,8.6,30.0,5.0,70.3,57.4,12.91,3.68,5.57,9.99,15.56,0.0511363636363636
477,2015,2,SW,37,1,Wisconsin,72,8,Oregon,65,1,Wisconsin,72,8,Oregon,65,Wisconsin,B10,33.72,129.0,95.2,58.7,11.03,109.8,98.8,10.4,11.3,36.0,4.0,72.5,58.2,14.33,10.29,10.53,14.08,24.61,0.2889492753623188,Oregon,P12,13.88,115.2,101.3,66.6,7.28,108.4,101.1,7.1,-3.5,26.0,10.0,75.4,70.8,4.53,7.65,10.74,0.68,11.43,0.3675213675213676
478,2015,2,SW,38,4,North Carolina,87,5,Arkansas,78,4,North Carolina,87,5,Arkansas,78,North Carolina,ACC,23.85,119.1,95.3,69.2,12.76,111.1,98.3,14.9,2.9,26.0,12.0,77.7,68.8,8.87,11.76,17.1,3.54,20.63,0.2683080808080808,Arkansas,SEC,16.44,114.7,98.3,69.3,6.09,107.2,101.1,10.4,-0.4,27.0,9.0,77.4,70.1,7.28,6.79,13.97,0.1,14.07,0.22255291005291
479,2015,2,SW,39,6,Xavier,75,14,Georgia St.,67,6,Xavier,75,14,Georgia St.,67,Xavier,BE,19.49,116.6,97.1,65.0,10.29,109.5,99.2,8.4,1.1,23.0,14.0,73.3,67.4,5.95,9.48,11.02,4.4,15.42,0.1358333333333333,Georgia St.,SB,10.32,111.6,101.3,62.4,-1.47,102.4,103.9,4.0,3.6,25.0,10.0,71.4,62.4,9.0,-2.03,2.07,3.4,5.47,0.1875
480,2015,2,SW,40,2,Arizona,73,10,Ohio St.,58,2,Arizona,73,10,Ohio St.,58,Arizona,P12,32.36,119.9,87.5,65.8,7.37,108.3,100.9,10.7,8.9,34.0,4.0,76.6,59.7,16.92,7.41,13.24,11.09,24.33,-0.1536458333333333,Ohio St.,B10,20.75,115.6,94.8,65.2,6.76,108.1,101.4,9.7,6.6,24.0,11.0,75.3,63.0,12.31,7.37,11.93,7.76,19.68,-0.1987433862433862
481,2015,2,NE,41,1,Villanova,68,8,North Carolina St.,71,1,Villanova,68,8,North Carolina St.,71,Villanova,BE,30.65,122.7,92.0,64.2,7.67,108.2,100.6,10.8,8.5,33.0,3.0,76.5,60.9,15.58,7.55,12.87,10.26,23.13,0.1099537037037037,North Carolina St.,ACC,15.93,114.9,98.9,64.1,9.84,109.3,99.5,6.4,4.0,22.0,14.0,70.1,65.8,4.39,9.72,8.3,5.8,14.11,0.2296006944444444
482,2015,2,NE,42,4,Louisville,66,5,Northern Iowa,53,4,Louisville,66,5,Northern Iowa,53,Louisville,ACC,21.21,110.2,88.9,64.6,9.69,109.5,99.8,5.1,9.8,27.0,9.0,69.0,59.8,9.14,8.98,6.4,11.73,18.12,0.3330662393162393,Northern Iowa,MVC,20.98,116.3,95.3,58.2,1.42,104.4,103.0,0.9,10.9,31.0,4.0,65.2,54.6,10.54,2.0,0.88,11.66,12.54,0.0685763888888889
483,2015,2,NE,43,3,Oklahoma,72,11,Dayton,66,3,Oklahoma,72,11,Dayton,66,Oklahoma,B12,22.8,112.5,89.7,66.7,11.0,110.2,99.2,7.4,6.6,24.0,11.0,71.5,62.7,8.71,9.94,9.42,9.23,18.65,-0.2762345679012345,Dayton,A10,14.24,109.2,95.0,63.4,3.39,105.4,102.0,2.7,6.7,27.0,9.0,67.8,60.8,6.92,4.06,2.88,8.1,10.98,-0.0597222222222222
484,2015,2,NE,44,2,Virginia,54,7,Michigan St.,60,2,Virginia,54,7,Michigan St.,60,Virginia,ACC,30.06,115.6,85.5,58.0,8.21,108.5,100.3,1.9,17.7,30.0,4.0,65.4,51.5,13.91,7.81,2.12,19.6,21.73,-0.4166666666666666,Michigan St.,B10,21.72,116.6,94.9,63.1,10.49,110.3,99.8,7.6,6.2,27.0,12.0,71.1,63.6,7.46,10.0,9.54,7.92,17.46,0.3840996168582376
485,2015,2,SE,45,1,Duke,68,8,San Diego St.,49,1,Duke,68,8,San Diego St.,49,Duke,ACC,32.48,124.5,92.0,65.8,11.17,110.7,99.5,16.4,6.0,35.0,4.0,79.3,64.2,15.1,9.87,17.28,7.69,24.97,0.1589052287581699,San Diego St.,MWC,15.95,104.9,89.0,60.4,3.63,106.1,102.5,-3.3,11.0,27.0,9.0,61.8,53.9,7.97,4.24,-2.5,14.31,11.81,-0.3379629629629628
486,2015,2,SE,46,4,Georgetown,64,5,Utah,75,4,Georgetown,64,5,Utah,75,Georgetown,BE,19.13,114.3,95.1,64.0,10.23,110.5,100.3,6.0,4.3,22.0,11.0,70.9,65.2,5.67,9.81,8.11,7.37,15.48,-0.1335227272727272,Utah,P12,27.24,116.4,89.2,60.5,8.19,108.8,100.6,5.0,11.3,26.0,9.0,71.3,57.1,14.2,7.42,6.09,14.89,20.98,0.1514756944444444
487,2015,2,SE,47,11,UCLA,92,14,UAB,75,11,UCLA,92,14,UAB,75,UCLA,P12,14.65,112.9,98.2,65.8,8.4,107.9,99.5,5.8,-1.0,22.0,14.0,71.9,68.1,3.81,8.27,8.94,3.14,12.07,0.423076923076923,UAB,CUSA,3.06,104.9,101.9,64.7,0.29,103.9,103.6,1.9,-1.3,20.0,16.0,68.8,68.1,0.67,1.62,1.98,-0.05,1.94,-0.0631944444444444
488,2015,2,SE,48,2,Gonzaga,87,7,Iowa,69,2,Gonzaga,87,7,Iowa,69,Gonzaga,WCC,27.78,121.7,93.9,64.7,4.37,107.3,102.9,11.5,4.9,35.0,3.0,78.7,61.7,17.0,5.12,13.08,8.04,21.12,0.2361111111111111,Iowa,B10,19.02,114.2,95.1,63.7,8.58,108.9,100.4,5.6,6.5,22.0,12.0,69.8,62.3,7.44,8.39,7.02,8.81,15.83,-0.1323302469135802
489,2015,3,NW,49,1,Kentucky,78,5,West Virginia,39,1,Kentucky,78,5,West Virginia,39,Kentucky,SEC,36.91,121.3,84.4,62.4,8.58,108.7,100.1,10.3,13.6,38.0,1.0,74.4,54.3,20.05,8.67,11.55,17.18,28.72,0.5150462962962964,West Virginia,B12,17.64,112.6,94.9,67.9,9.56,108.9,99.3,8.0,3.5,25.0,10.0,72.6,66.8,5.83,9.29,10.53,4.59,15.12,0.1760620915032679
490,2015,3,NW,50,3,Notre Dame,81,7,Wichita St.,70,3,Notre Dame,81,7,Wichita St.,70,Notre Dame,ACC,24.96,125.4,100.4,63.4,7.59,107.7,100.1,13.0,2.8,32.0,6.0,78.0,65.8,12.21,7.02,14.99,4.24,19.23,-0.1689814814814815,Wichita St.,MVC,22.21,115.8,93.6,62.3,3.24,105.5,102.3,5.1,8.6,30.0,5.0,70.3,57.4,12.91,3.68,5.57,9.99,15.56,0.0511363636363636
491,2015,3,SW,51,1,Wisconsin,79,4,North Carolina,72,1,Wisconsin,79,4,North Carolina,72,Wisconsin,B10,33.72,129.0,95.2,58.7,11.03,109.8,98.8,10.4,11.3,36.0,4.0,72.5,58.2,14.33,10.29,10.53,14.08,24.61,0.2889492753623188,North Carolina,ACC,23.85,119.1,95.3,69.2,12.76,111.1,98.3,14.9,2.9,26.0,12.0,77.7,68.8,8.87,11.76,17.1,3.54,20.63,0.2683080808080808
492,2015,3,SW,52,2,Arizona,68,6,Xavier,60,2,Arizona,68,6,Xavier,60,Arizona,P12,32.36,119.9,87.5,65.8,7.37,108.3,100.9,10.7,8.9,34.0,4.0,76.6,59.7,16.92,7.41,13.24,11.09,24.33,-0.1536458333333333,Xavier,BE,19.49,116.6,97.1,65.0,10.29,109.5,99.2,8.4,1.1,23.0,14.0,73.3,67.4,5.95,9.48,11.02,4.4,15.42,0.1358333333333333
493,2015,3,NE,53,4,Louisville,75,8,North Carolina St.,65,4,Louisville,75,8,North Carolina St.,65,Louisville,ACC,21.21,110.2,88.9,64.6,9.69,109.5,99.8,5.1,9.8,27.0,9.0,69.0,59.8,9.14,8.98,6.4,11.73,18.12,0.3330662393162393,North Carolina St.,ACC,15.93,114.9,98.9,64.1,9.84,109.3,99.5,6.4,4.0,22.0,14.0,70.1,65.8,4.39,9.72,8.3,5.8,14.11,0.2296006944444444
494,2015,3,NE,54,3,Oklahoma,58,7,Michigan St.,62,3,Oklahoma,58,7,Michigan St.,62,Oklahoma,B12,22.8,112.5,89.7,66.7,11.0,110.2,99.2,7.4,6.6,24.0,11.0,71.5,62.7,8.71,9.94,9.42,9.23,18.65,-0.2762345679012345,Michigan St.,B10,21.72,116.6,94.9,63.1,10.49,110.3,99.8,7.6,6.2,27.0,12.0,71.1,63.6,7.46,10.0,9.54,7.92,17.46,0.3840996168582376
495,2015,3,SE,55,1,Duke,63,5,Utah,57,1,Duke,63,5,Utah,57,Duke,ACC,32.48,124.5,92.0,65.8,11.17,110.7,99.5,16.4,6.0,35.0,4.0,79.3,64.2,15.1,9.87,17.28,7.69,24.97,0.1589052287581699,Utah,P12,27.24,116.4,89.2,60.5,8.19,108.8,100.6,5.0,11.3,26.0,9.0,71.3,57.1,14.2,7.42,6.09,14.89,20.98,0.1514756944444444
496,2015,3,SE,56,2,Gonzaga,74,11,UCLA,62,2,Gonzaga,74,11,UCLA,62,Gonzaga,WCC,27.78,121.7,93.9,64.7,4.37,107.3,102.9,11.5,4.9,35.0,3.0,78.7,61.7,17.0,5.12,13.08,8.04,21.12,0.2361111111111111,UCLA,P12,14.65,112.9,98.2,65.8,8.4,107.9,99.5,5.8,-1.0,22.0,14.0,71.9,68.1,3.81,8.27,8.94,3.14,12.07,0.423076923076923
497,2015,4,NW,57,1,Kentucky,68,3,Notre Dame,66,1,Kentucky,68,3,Notre Dame,66,Kentucky,SEC,36.91,121.3,84.4,62.4,8.58,108.7,100.1,10.3,13.6,38.0,1.0,74.4,54.3,20.05,8.67,11.55,17.18,28.72,0.5150462962962964,Notre Dame,ACC,24.96,125.4,100.4,63.4,7.59,107.7,100.1,13.0,2.8,32.0,6.0,78.0,65.8,12.21,7.02,14.99,4.24,19.23,-0.1689814814814815
498,2015,4,SW,58,1,Wisconsin,85,2,Arizona,78,1,Wisconsin,85,2,Arizona,78,Wisconsin,B10,33.72,129.0,95.2,58.7,11.03,109.8,98.8,10.4,11.3,36.0,4.0,72.5,58.2,14.33,10.29,10.53,14.08,24.61,0.2889492753623188,Arizona,P12,32.36,119.9,87.5,65.8,7.37,108.3,100.9,10.7,8.9,34.0,4.0,76.6,59.7,16.92,7.41,13.24,11.09,24.33,-0.1536458333333333
499,2015,4,NE,59,4,Louisville,70,7,Michigan St.,76,4,Louisville,70,7,Michigan St.,76,Louisville,ACC,21.21,110.2,88.9,64.6,9.69,109.5,99.8,5.1,9.8,27.0,9.0,69.0,59.8,9.14,8.98,6.4,11.73,18.12,0.3330662393162393,Michigan St.,B10,21.72,116.6,94.9,63.1,10.49,110.3,99.8,7.6,6.2,27.0,12.0,71.1,63.6,7.46,10.0,9.54,7.92,17.46,0.3840996168582376
500,2015,4,SE,60,1,Duke,66,2,Gonzaga,52,1,Duke,66,2,Gonzaga,52,Duke,ACC,32.48,124.5,92.0,65.8,11.17,110.7,99.5,16.4,6.0,35.0,4.0,79.3,64.2,15.1,9.87,17.28,7.69,24.97,0.1589052287581699,Gonzaga,WCC,27.78,121.7,93.9,64.7,4.37,107.3,102.9,11.5,4.9,35.0,3.0,78.7,61.7,17.0,5.12,13.08,8.04,21.12,0.2361111111111111
501,2015,5,F4,61,1,Wisconsin,71,1,Kentucky,64,1,Wisconsin,71,1,Kentucky,64,Wisconsin,B10,33.72,129.0,95.2,58.7,11.03,109.8,98.8,10.4,11.3,36.0,4.0,72.5,58.2,14.33,10.29,10.53,14.08,24.61,0.2889492753623188,Kentucky,SEC,36.91,121.3,84.4,62.4,8.58,108.7,100.1,10.3,13.6,38.0,1.0,74.4,54.3,20.05,8.67,11.55,17.18,28.72,0.5150462962962964
502,2015,5,F4,62,1,Duke,81,7,Michigan St.,61,1,Duke,81,7,Michigan St.,61,Duke,ACC,32.48,124.5,92.0,65.8,11.17,110.7,99.5,16.4,6.0,35.0,4.0,79.3,64.2,15.1,9.87,17.28,7.69,24.97,0.1589052287581699,Michigan St.,B10,21.72,116.6,94.9,63.1,10.49,110.3,99.8,7.6,6.2,27.0,12.0,71.1,63.6,7.46,10.0,9.54,7.92,17.46,0.3840996168582376
503,2015,6,Champ,63,1,Duke,68,1,Wisconsin,63,1,Duke,68,1,Wisconsin,63,Duke,ACC,32.48,124.5,92.0,65.8,11.17,110.7,99.5,16.4,6.0,35.0,4.0,79.3,64.2,15.1,9.87,17.28,7.69,24.97,0.1589052287581699,Wisconsin,B10,33.72,129.0,95.2,58.7,11.03,109.8,98.8,10.4,11.3,36.0,4.0,72.5,58.2,14.33,10.29,10.53,14.08,24.61,0.2889492753623188
504,2016,1,NW,1,1,Kansas,105,16,Austin Peay,79,1,Kansas,105,16,Austin Peay,79,Kansas,B12,29.67,120.0,90.4,69.0,12.61,111.4,98.8,11.8,6.6,33.0,5.0,81.3,67.6,13.66,11.22,14.28,9.59,23.87,-0.0087301587301587,Austin Peay,OVC,-5.1,104.5,109.6,69.5,-2.92,105.1,108.0,0.9,-4.2,18.0,18.0,76.1,76.8,-0.69,-2.98,-0.02,-6.02,-6.04,0.0638888888888889
505,2016,1,NW,2,8,Colorado,67,9,Connecticut,74,8,Colorado,67,9,Connecticut,74,Colorado,P12,12.91,108.8,95.9,69.0,7.51,109.5,102.0,3.9,4.7,22.0,12.0,75.8,70.8,4.97,7.64,4.93,7.1,12.04,-0.2857142857142857,Connecticut,Amer,18.71,111.9,93.2,65.9,6.17,107.6,101.4,4.4,9.1,25.0,11.0,73.1,63.5,9.61,6.28,4.41,11.48,15.89,0.4884259259259259
506,2016,1,NW,3,5,Maryland,79,12,South Dakota St.,74,5,Maryland,79,12,South Dakota St.,74,Maryland,B10,20.25,116.2,95.9,67.4,8.6,109.2,100.6,6.3,7.0,27.0,9.0,75.7,66.7,9.03,8.31,7.96,8.76,16.71,0.1287878787878788,South Dakota St.,Sum,9.57,111.4,101.8,68.3,-0.23,104.6,104.8,3.7,2.6,26.0,8.0,76.2,68.1,8.09,-1.22,3.72,1.71,5.44,-0.3628472222222222
507,2016,1,NW,4,4,California,66,13,Hawaii,77,4,California,66,13,Hawaii,77,California,P12,18.32,112.5,94.2,68.1,7.65,109.4,101.8,5.1,6.7,23.0,11.0,74.9,67.3,7.53,7.87,6.56,8.84,15.39,-0.1875,Hawaii,BW,12.16,108.2,96.1,70.6,-2.32,102.5,104.9,2.3,0.5,28.0,6.0,77.1,66.7,10.38,-1.04,4.61,4.42,9.03,-0.1614583333333333
508,2016,1,NW,5,6,Arizona,55,11,Wichita St.,65,6,Arizona,55,11,Wichita St.,65,Arizona,P12,20.97,116.8,95.8,68.3,6.66,107.9,101.3,9.6,5.2,25.0,9.0,80.4,68.9,11.56,7.23,10.88,7.9,18.79,-0.1536458333333333,Wichita St.,MVC,22.53,111.3,88.7,66.0,3.61,104.8,101.2,3.3,11.1,26.0,9.0,72.4,59.0,13.4,4.24,4.0,13.39,17.39,0.0511363636363636
509,2016,1,NW,6,3,Miami FL,79,14,Buffalo,72,3,Miami FL,79,14,Buffalo,72,Miami FL,ACC,22.44,119.4,96.9,65.9,11.67,111.6,99.9,6.7,6.8,27.0,8.0,75.2,67.4,7.83,10.69,8.72,9.8,18.52,-0.4513888888888889,Buffalo,MAC,2.95,105.9,102.9,72.1,0.97,106.5,105.6,3.9,-2.0,20.0,15.0,77.4,75.3,2.14,0.9,4.5,-3.16,1.34,-0.001736111111111
510,2016,1,NW,7,7,Iowa,72,10,Temple,70,7,Iowa,72,10,Temple,70,Iowa,B10,20.24,116.1,95.9,68.8,9.12,110.2,101.1,7.4,5.5,22.0,11.0,77.6,69.3,8.3,8.71,9.8,7.21,17.01,-0.1323302469135802,Temple,Amer,8.82,107.0,98.1,65.9,6.33,107.8,101.5,0.5,5.4,21.0,12.0,68.7,67.6,1.12,6.57,0.52,7.17,7.69,0.0042270531400965
511,2016,1,NW,8,2,Villanova,86,15,UNC Asheville,56,2,Villanova,86,15,UNC Asheville,56,Villanova,BE,32.01,122.8,90.8,66.0,10.74,110.5,99.7,8.9,11.0,35.0,5.0,78.0,63.6,14.38,9.71,9.92,14.17,24.08,0.1099537037037037,UNC Asheville,BSth,3.44,103.6,100.1,70.1,-4.12,103.4,107.5,0.8,1.9,22.0,12.0,75.1,68.0,7.03,-3.25,0.44,0.66,1.1,0.4739583333333333
