,Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,PFSeed,PFTeam,PFScore,PUSeed,PUTeam,PUScore,Team_x,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,SOSEM_x,SOSO_x,SOSD_x,BPIO_x,BPID_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,Team_y,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,SOSEM_y,SOSO_y,SOSD_y,BPIO_y,BPID_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y,AWSeed,AWTeam,PWSeed,PWTeam,ESPN
179,2010,3,NE,54,2,West Virginia,69,11,Washington,56,2,West Virginia,78.180124976204,11,Washington,67.91536278016399,West Virginia,BE,25.54,117.2,91.7,62.6,12.58,110.0,97.5,7.8,8.7,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.1760620915032679,Washington,P10,18.19,111.7,93.6,71.7,6.97,106.7,99.7,10.8,0.5,26.0,10.0,79.2,70.0,9.22,7.49,13.31,2.33,15.64,-0.091540404040404,2.0,West Virginia,2.0,West Virginia,40.0
180,2010,3,SE,55,1,Duke,70,4,Purdue,57,1,Duke,70.74205855725901,4,Purdue,65.69274692269597,Duke,ACC,33.29,121.0,87.7,64.7,11.53,107.9,96.4,12.8,9.6,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,0.1589052287581699,Purdue,B10,22.05,109.8,87.7,66.2,8.81,107.8,99.0,5.6,9.3,29.0,6.0,70.5,61.3,9.23,8.81,6.09,11.43,17.52,-0.2888374485596707,1.0,Duke,1.0,Duke,40.0
181,2010,3,SE,56,3,Baylor,72,10,Saint Mary's,49,3,Baylor,71.176494779013,10,Saint Mary's,67.75097962549998,Baylor,B12,24.95,119.2,94.3,64.5,10.59,108.3,97.7,9.5,6.0,28.0,8.0,77.0,65.6,11.36,8.03,9.58,8.39,17.97,0.1124999999999999,Saint Mary's,WCC,18.59,116.5,97.9,66.2,2.72,105.4,102.7,8.3,0.9,28.0,6.0,78.5,66.4,12.06,2.2,10.03,3.35,13.38,-0.2013888888888889,3.0,Baylor,3.0,Baylor,40.0
182,2010,4,NW,57,5,Michigan St.,70,6,Tennessee,69,5,Michigan St.,61.695430789499,6,Tennessee,68.70381157131595,Michigan St.,B10,20.13,112.8,92.7,65.3,9.03,107.5,98.5,6.3,5.9,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.3840996168582376,Tennessee,SEC,18.5,108.9,90.4,67.5,8.67,107.4,98.7,7.1,6.7,28.0,9.0,73.5,65.2,8.3,7.75,7.86,8.19,16.05,-0.1398148148148147,5.0,Michigan St.,6.0,Tennessee,0.0
183,2010,4,SW,58,2,Kansas St.,56,5,Butler,63,2,Kansas St.,65.974937722552,5,Butler,67.451005349802,Kansas St.,B12,25.52,116.1,90.6,69.4,11.99,109.5,97.5,11.3,3.3,29.0,8.0,79.7,69.8,9.86,10.28,14.47,5.41,19.88,-0.0777777777777777,Butler,Horz,22.45,111.0,88.5,63.0,6.85,106.7,99.9,3.1,9.4,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,0.7087962962962963,5.0,Butler,5.0,Butler,80.0
184,2010,4,NE,59,1,Kentucky,66,2,West Virginia,73,1,Kentucky,67.351754580145,2,West Virginia,67.74164807239998,Kentucky,SEC,26.54,114.9,88.3,68.3,7.06,106.5,99.5,11.7,5.5,35.0,3.0,79.3,64.9,14.32,6.82,13.3,7.84,21.13,0.5150462962962964,West Virginia,BE,25.54,117.2,91.7,62.6,12.58,110.0,97.5,7.8,8.7,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.1760620915032679,2.0,West Virginia,2.0,West Virginia,80.0
185,2010,4,SE,60,1,Duke,78,3,Baylor,71,1,Duke,76.714963834702,3,Baylor,65.13921048403998,Duke,ACC,33.29,121.0,87.7,64.7,11.53,107.9,96.4,12.8,9.6,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,0.1589052287581699,Baylor,B12,24.95,119.2,94.3,64.5,10.59,108.3,97.7,9.5,6.0,28.0,8.0,77.0,65.6,11.36,8.03,9.58,8.39,17.97,0.1124999999999999,1.0,Duke,1.0,Duke,80.0
186,2010,5,F4,61,5,Butler,52,5,Michigan St.,50,5,Butler,61.87041198425399,5,Michigan St.,66.73131154352798,Butler,Horz,22.45,111.0,88.5,63.0,6.85,106.7,99.9,3.1,9.4,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,0.7087962962962963,Michigan St.,B10,20.13,112.8,92.7,65.3,9.03,107.5,98.5,6.3,5.9,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.3840996168582376,5.0,Butler,5.0,Michigan St.,0.0
187,2010,5,F4,62,1,Duke,78,2,West Virginia,57,1,Duke,71.18679117706702,2,West Virginia,64.058466900012,Duke,ACC,33.29,121.0,87.7,64.7,11.53,107.9,96.4,12.8,9.6,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,0.1589052287581699,West Virginia,BE,25.54,117.2,91.7,62.6,12.58,110.0,97.5,7.8,8.7,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.1760620915032679,1.0,Duke,1.0,Duke,160.0
188,2010,6,Champ,63,1,Duke,61,5,Butler,59,1,Duke,67.80328456946499,5,Butler,63.48834093070799,Duke,ACC,33.29,121.0,87.7,64.7,11.53,107.9,96.4,12.8,9.6,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,0.1589052287581699,Butler,Horz,22.45,111.0,88.5,63.0,6.85,106.7,99.9,3.1,9.4,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,0.7087962962962963,1.0,Duke,1.0,Duke,320.0
189,2011,1,NW,1,1,Ohio St.,75,16,UTSA,46,1,Ohio St.,81.5246800394929,16,UTSA,63.13511884673812,Ohio St.,B10,33.47,125.0,91.5,63.8,8.82,108.9,100.0,11.4,10.4,34.0,3.0,77.1,59.7,17.46,8.38,13.39,12.45,25.84,-0.1987433862433862,UTSA,Slnd,-5.32,101.8,107.1,66.7,-5.71,100.3,106.1,-1.9,-2.9,20.0,14.0,70.1,69.5,0.62,-4.93,-1.8,-4.01,-5.8,0.203125,1.0,Ohio St.,1.0,Ohio St.,10.0
190,2011,1,NW,2,8,George Mason,61,9,Villanova,57,8,George Mason,65.5035105777879,9,Villanova,66.95631824533089,George Mason,CAA,18.3,114.1,95.8,64.5,2.06,105.0,103.0,5.5,5.6,27.0,7.0,72.8,62.5,10.29,1.37,6.01,5.65,11.66,0.4537037037037037,Villanova,BE,17.83,114.9,97.0,65.0,9.07,108.3,99.3,7.1,5.2,21.0,12.0,72.2,65.4,6.82,8.23,8.23,6.82,15.05,0.1099537037037037,8.0,George Mason,9.0,Villanova,0.0
191,2011,1,NW,3,5,West Virginia,84,12,Clemson,76,5,West Virginia,60.502639324722566,12,Clemson,65.76774900617802,West Virginia,BE,20.11,114.9,94.8,62.5,12.7,111.0,98.3,4.5,8.4,21.0,12.0,69.8,64.7,5.12,11.03,5.64,10.51,16.15,0.1760620915032679,Clemson,ACC,18.16,109.6,91.5,63.9,6.99,106.7,99.7,2.3,8.4,22.0,12.0,68.5,61.4,7.18,6.58,3.37,10.39,13.76,-0.3211805555555555,5.0,West Virginia,12.0,Clemson,0.0
192,2011,1,NW,4,4,Kentucky,59,13,Princeton,57,4,Kentucky,73.9893644531881,13,Princeton,63.394303973052466,Kentucky,SEC,25.82,117.8,92.0,65.0,9.81,108.4,98.5,8.7,7.8,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.5150462962962964,Princeton,Ivy,9.09,107.2,98.1,62.6,-0.72,104.0,104.7,0.1,4.6,25.0,7.0,69.2,63.0,6.19,-1.61,-0.3,4.02,3.71,-0.2291666666666666,4.0,Kentucky,4.0,Kentucky,10.0
193,2011,1,NW,5,6,Xavier,55,11,Marquette,66,6,Xavier,66.6817622764564,11,Marquette,69.6650335948758,Xavier,A10,16.02,112.8,96.8,64.3,4.49,105.4,100.9,5.2,5.3,24.0,8.0,72.1,64.6,7.47,4.41,6.3,5.58,11.88,0.1358333333333333,Marquette,BE,18.14,115.5,97.3,66.2,11.06,109.4,98.4,8.1,3.0,22.0,15.0,75.2,68.8,6.38,8.51,10.23,4.66,14.89,-0.1158854166666666,11.0,Marquette,11.0,Marquette,10.0
194,2011,1,NW,6,3,Syracuse,77,14,Indiana St.,60,3,Syracuse,72.78600377852212,14,Indiana St.,63.968534196637826,Syracuse,BE,22.49,114.9,92.4,64.6,9.03,108.3,99.3,7.2,7.3,27.0,8.0,73.4,63.3,10.06,8.79,9.39,9.45,18.85,0.3462643678160919,Indiana St.,MVC,5.45,102.8,97.4,65.0,3.4,105.8,102.4,0.1,3.4,20.0,14.0,66.3,64.5,1.79,2.9,-0.19,3.6,3.41,0.0208333333333333,3.0,Syracuse,3.0,Syracuse,10.0
195,2011,1,NW,7,7,Washington,68,10,Georgia,65,7,Washington,74.75782291012025,10,Georgia,68.28657767080004,Washington,P10,21.69,117.7,96.0,69.9,7.21,106.9,99.7,13.7,-0.2,24.0,11.0,83.1,70.7,12.37,7.74,18.29,1.83,20.12,-0.091540404040404,Georgia,SEC,12.24,108.2,95.9,63.5,5.83,106.2,100.4,3.5,5.8,21.0,12.0,68.7,64.4,4.3,6.13,3.47,6.97,10.43,-0.5303030303030303,7.0,Washington,7.0,Washington,10.0
196,2011,1,NW,8,2,North Carolina,102,15,LIU,87,2,North Carolina,82.62596789089653,15,LIU,71.86581604256818,North Carolina,ACC,22.18,111.8,89.6,70.6,11.14,109.9,98.8,11.2,4.2,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,0.2683080808080808,LIU,NEC,5.43,109.6,104.2,73.3,-6.02,99.7,105.8,9.8,-6.7,27.0,6.0,82.7,74.7,8.0,-5.77,11.47,-9.24,2.23,-0.1157407407407407,2.0,North Carolina,2.0,North Carolina,10.0
197,2011,1,SW,9,1,Duke,87,16,Hampton,45,1,Duke,76.37374935253023,16,Hampton,62.80733164798652,Duke,ACC,28.42,119.7,91.3,68.6,8.43,107.3,98.9,13.7,5.3,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,0.1589052287581699,Hampton,MEAC,-4.21,94.4,98.7,66.1,-10.7,97.4,108.1,-4.8,2.0,24.0,9.0,66.6,62.7,3.85,-8.77,-6.55,1.35,-5.2,0.3625,1.0,Duke,1.0,Duke,10.0
198,2011,1,SW,10,8,Michigan,75,9,Tennessee,45,8,Michigan,64.94579738734,9,Tennessee,62.26754446718031,Michigan,B10,17.69,112.8,95.1,61.5,12.0,110.7,98.7,1.4,7.7,21.0,14.0,66.5,62.5,4.03,10.68,3.14,11.07,14.21,0.4873737373737374,Tennessee,SEC,12.41,108.0,95.6,66.1,9.07,108.6,99.6,4.4,4.7,19.0,15.0,69.9,67.5,2.35,8.73,5.2,5.89,11.08,-0.1398148148148147,8.0,Michigan,8.0,Michigan,10.0
199,2011,1,SW,11,5,Arizona,77,12,Memphis,75,5,Arizona,72.75205286595293,12,Memphis,68.61881582025975,Arizona,P10,19.65,117.4,97.8,65.3,7.69,107.7,100.0,9.7,3.0,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,-0.1536458333333333,Memphis,CUSA,6.98,104.5,97.6,67.6,2.11,104.8,102.7,4.5,1.3,25.0,10.0,72.1,68.3,3.77,3.14,4.94,1.97,6.91,0.0543981481481481,5.0,Arizona,5.0,Arizona,10.0
200,2011,1,SW,12,4,Texas,85,13,Oakland,81,4,Texas,82.84476359886185,13,Oakland,70.61885155699169,Texas,B12,25.93,115.5,89.6,65.5,7.61,107.5,99.9,8.0,8.1,28.0,8.0,75.0,62.2,12.86,7.96,9.52,11.3,20.82,-0.0802469135802469,Oakland,Sum,13.31,118.6,105.3,71.1,2.01,106.0,104.0,13.4,-6.1,25.0,10.0,85.5,76.9,8.63,0.1,15.9,-7.62,8.28,0.1898148148148148,4.0,Texas,4.0,Texas,10.0
201,2011,1,SW,13,6,Cincinnati,78,11,Missouri,63,6,Cincinnati,72.2386411377471,11,Missouri,70.87360114266467,Cincinnati,BE,19.41,111.1,91.7,62.6,6.23,106.8,100.6,2.1,8.8,26.0,9.0,68.9,59.6,9.31,6.1,3.69,11.72,15.41,-0.3191425120772946,Missouri,B12,15.54,113.4,97.8,70.7,6.5,106.9,100.4,11.1,0.4,23.0,11.0,80.8,71.6,9.21,6.5,14.73,0.04,14.77,-0.3591269841269841,6.0,Cincinnati,6.0,Cincinnati,10.0
202,2011,1,SW,14,3,Connecticut,81,14,Bucknell,52,3,Connecticut,74.65039087465651,14,Bucknell,62.04139962972927,Connecticut,BE,23.93,115.8,91.9,64.5,12.78,110.1,97.4,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.4884259259259259,Bucknell,Pat,6.57,105.8,99.2,64.5,-3.41,102.7,106.1,-0.2,3.5,25.0,9.0,70.2,63.9,6.26,-3.87,-1.02,3.42,2.39,-0.009548611111111,3.0,Connecticut,3.0,Connecticut,10.0
203,2011,1,SW,15,7,Temple,66,10,Penn St.,64,7,Temple,63.87413854667638,10,Penn St.,65.01105920895164,Temple,A10,16.84,110.5,93.7,64.2,4.04,105.5,101.5,4.1,6.6,26.0,8.0,70.6,62.5,8.12,4.23,3.97,8.38,12.35,0.0042270531400965,Penn St.,B10,14.88,113.1,98.3,59.4,12.46,110.7,98.3,-0.4,7.9,19.0,15.0,63.1,62.5,0.53,11.45,0.94,11.04,11.98,0.0260416666666666,7.0,Temple,10.0,Penn St.,0.0
204,2011,1,SW,16,2,San Diego St.,68,15,Northern Colorado,50,2,San Diego St.,71.56488338738211,15,Northern Colorado,63.62533372285756,San Diego St.,MWC,24.98,114.1,89.1,62.3,7.48,107.6,100.1,6.6,9.0,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,-0.3379629629629628,Northern Colorado,BSky,4.05,106.3,102.2,66.6,-2.41,102.4,104.8,1.9,-0.1,21.0,11.0,71.5,65.8,5.69,-2.24,1.69,-0.3,1.39,-0.0833333333333333,2.0,San Diego St.,2.0,San Diego St.,10.0
205,2011,1,NE,17,1,Kansas,72,16,Boston University,53,1,Kansas,75.11586683108459,16,Boston University,63.01310219703059,Kansas,B12,28.38,118.9,90.6,68.4,7.75,108.2,100.5,13.3,6.5,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,-0.0087301587301587,Boston University,AE,-0.5,103.4,103.9,62.6,-4.62,100.5,105.1,-1.6,1.7,21.0,14.0,64.9,63.5,1.37,-3.85,-3.87,1.39,-2.48,-0.123611111111111,1.0,Kansas,1.0,Kansas,10.0
206,2011,1,NE,18,8,UNLV,62,9,Illinois,73,8,UNLV,61.623563723010975,9,Illinois,67.22555697931146,UNLV,MWC,17.75,110.6,92.9,66.4,5.99,106.2,100.2,5.9,6.4,24.0,9.0,71.6,62.9,8.67,6.0,6.84,7.82,14.67,0.0342592592592592,Illinois,B10,20.14,113.3,93.1,64.8,12.29,110.6,98.3,6.4,6.1,20.0,14.0,71.0,65.4,5.62,11.11,7.98,8.74,16.72,-0.3269927536231884,9.0,Illinois,9.0,Illinois,10.0
207,2011,1,NE,19,5,Vanderbilt,66,12,Richmond,69,5,Vanderbilt,68.96979040115114,12,Richmond,69.16221665903714,Vanderbilt,SEC,17.33,116.6,99.2,66.1,6.66,106.5,99.8,9.1,3.5,23.0,11.0,75.9,67.7,8.24,6.86,11.12,3.97,15.1,-0.3049768518518518,Richmond,A10,16.01,112.6,96.5,62.1,3.11,104.8,101.7,2.8,7.4,29.0,8.0,69.6,61.2,8.43,2.79,2.85,8.38,11.23,0.3289930555555556,12.0,Richmond,12.0,Richmond,10.0
208,2011,1,NE,20,4,Louisville,61,13,Morehead St.,62,4,Louisville,72.01476102457904,13,Morehead St.,64.53096551208175,Louisville,BE,22.26,111.4,89.2,66.8,8.77,108.3,99.5,8.0,5.9,25.0,10.0,74.9,64.5,10.4,8.2,10.42,8.18,18.6,0.3330662393162393,Morehead St.,OVC,7.01,105.6,98.6,63.4,-2.89,102.2,105.1,-0.1,5.1,25.0,10.0,68.9,61.8,7.14,-3.13,-1.68,4.49,2.81,0.5231481481481483,13.0,Morehead St.,4.0,Louisville,0.0
209,2011,1,NE,21,6,Georgetown,56,11,VCU,74,6,Georgetown,69.46489109893145,11,VCU,68.41465109407703,Georgetown,BE,17.65,114.2,96.6,63.4,12.51,110.2,97.7,5.8,5.9,21.0,11.0,70.6,66.3,4.22,10.39,7.15,7.47,14.61,-0.1335227272727272,VCU,CAA,13.49,112.0,98.5,65.6,4.79,105.8,101.0,6.6,1.6,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.089781746031746,11.0,VCU,6.0,Georgetown,0.0
210,2011,1,NE,22,3,Purdue,65,14,Saint Peter's,43,3,Purdue,68.07245152346577,14,Saint Peter's,56.86755057449645,Purdue,B10,24.79,115.9,91.1,66.0,10.16,108.8,98.7,7.1,9.1,26.0,8.0,72.5,61.9,10.68,8.69,9.34,10.02,19.36,-0.2888374485596707,Saint Peter's,MAAC,2.73,95.2,92.5,64.1,0.88,103.2,102.3,-6.0,7.6,20.0,14.0,60.9,60.1,0.79,-1.08,-8.05,7.77,-0.28,-0.2546296296296296,3.0,Purdue,3.0,Purdue,10.0
211,2011,1,NE,23,7,Texas A&M,50,10,Florida St.,57,7,Texas A&M,53.02369812147912,10,Florida St.,64.70902500226893,Texas A&M,B12,14.62,110.0,95.4,60.9,5.43,105.9,100.5,1.1,8.7,24.0,9.0,68.3,60.9,7.42,5.94,2.24,10.38,12.62,0.1304012345679012,Florida St.,ACC,16.76,104.5,87.7,66.7,7.01,107.1,100.1,2.3,8.3,23.0,11.0,69.1,62.0,7.03,6.45,3.52,9.97,13.48,0.0873015873015873,10.0,Florida St.,10.0,Florida St.,10.0
212,2011,1,NE,24,2,Notre Dame,69,15,Akron,56,2,Notre Dame,73.05990228195971,15,Akron,64.80207441065966,Notre Dame,BE,23.25,120.9,97.7,63.1,9.92,108.2,98.3,9.8,4.2,27.0,7.0,75.2,65.5,9.74,8.43,11.1,7.07,18.17,-0.1689814814814815,Akron,MAC,4.09,103.7,99.6,65.9,-1.7,102.5,104.2,1.2,1.9,23.0,13.0,70.1,65.7,4.42,-1.02,0.77,1.37,2.15,-0.2343749999999999,2.0,Notre Dame,2.0,Notre Dame,10.0
213,2011,1,SE,25,1,Pittsburgh,74,16,UNC Asheville,51,1,Pittsburgh,74.24388888906056,16,UNC Asheville,65.38178693001173,Pittsburgh,BE,27.08,120.6,93.5,61.8,8.17,107.6,99.4,8.8,9.4,28.0,6.0,73.9,61.0,12.97,7.85,9.54,11.28,20.82,-0.5098684210526315,UNC Asheville,BSth,1.91,101.9,100.0,67.4,-3.97,101.1,105.1,2.6,-1.7,20.0,14.0,73.7,68.6,5.09,-2.89,1.73,-2.42,-0.69,0.4739583333333333,1.0,Pittsburgh,1.0,Pittsburgh,10.0
214,2011,1,SE,26,8,Butler,60,9,Old Dominion,58,8,Butler,64.76826538130247,9,Old Dominion,64.01833256492597,Butler,Horz,16.46,112.3,95.9,63.5,6.11,106.4,100.3,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,0.7087962962962963,Old Dominion,CAA,14.66,110.0,95.4,60.4,2.38,105.2,102.8,-0.5,10.0,27.0,7.0,65.6,58.4,7.26,1.76,-1.53,10.56,9.03,-0.1062499999999999,8.0,Butler,8.0,Butler,10.0
215,2011,1,SE,27,5,Kansas St.,73,12,Utah St.,68,5,Kansas St.,64.04776362139745,12,Utah St.,65.34709384401788,Kansas St.,B12,17.42,111.1,93.6,66.4,9.23,108.5,99.3,5.8,5.1,23.0,11.0,72.9,66.1,6.71,8.41,7.55,7.04,14.59,-0.0777777777777777,Utah St.,WAC,19.32,111.2,91.8,62.4,-0.29,103.8,104.1,2.9,8.5,30.0,4.0,72.0,58.7,13.35,0.5,1.88,11.35,13.23,-0.3900462962962963,5.0,Kansas St.,12.0,Utah St.,0.0
216,2011,1,SE,28,4,Wisconsin,72,13,Belmont,58,4,Wisconsin,65.89231781439706,13,Belmont,64.14723617130683,Wisconsin,B10,25.84,122.3,96.5,56.9,10.81,110.0,99.2,3.7,12.2,25.0,9.0,67.9,58.6,9.35,9.42,4.24,14.52,18.77,0.2889492753623188,Belmont,ASun,18.48,112.6,94.1,68.4,-4.71,100.5,105.2,9.1,4.4,30.0,5.0,79.7,62.2,17.49,-4.42,9.39,3.68,13.07,-0.1293402777777777,4.0,Wisconsin,4.0,Wisconsin,10.0
217,2011,1,SE,29,6,St. John's,71,11,Gonzaga,86,6,St. John's,64.15755195810043,11,Gonzaga,70.38174464459829,St. John's,BE,15.87,111.2,95.3,66.0,10.98,110.0,99.0,4.0,4.7,21.0,12.0,70.1,67.0,3.09,10.01,6.41,6.69,13.1,-0.3849206349206349,Gonzaga,WCC,16.45,112.1,95.6,66.1,3.82,106.4,102.6,7.9,2.4,25.0,10.0,76.7,65.9,10.77,4.01,8.59,5.27,13.86,0.2361111111111111,11.0,Gonzaga,11.0,Gonzaga,10.0
218,2011,1,SE,30,3,BYU,74,14,Wofford,66,3,BYU,71.42706069027182,14,Wofford,69.57157630764249,BYU,MWC,23.22,117.5,94.3,70.2,7.04,106.8,99.8,13.2,0.8,32.0,5.0,81.4,67.9,13.51,5.76,15.83,2.82,18.65,-0.3757716049382716,Wofford,SC,8.17,112.3,104.2,63.2,-0.59,104.0,104.6,4.7,0.6,21.0,13.0,73.6,68.0,5.56,-1.21,4.08,0.27,4.35,-0.1847222222222221,3.0,BYU,3.0,BYU,10.0
219,2011,1,SE,31,7,UCLA,78,10,Michigan St.,76,7,UCLA,62.94522884783451,10,Michigan St.,74.90341984614807,UCLA,P10,13.57,108.7,95.1,65.5,6.92,107.3,100.4,3.3,2.7,23.0,11.0,70.1,66.3,3.76,7.93,5.03,6.67,11.7,0.423076923076923,Michigan St.,B10,15.08,109.5,94.4,65.0,13.7,111.0,97.3,4.6,5.0,19.0,15.0,68.8,66.6,2.21,11.67,6.14,7.56,13.7,0.3840996168582376,7.0,UCLA,10.0,Michigan St.,0.0
220,2011,1,SE,32,2,Florida,79,15,UC Santa Barbara,51,2,Florida,73.17523794356339,15,UC Santa Barbara,62.90463129317777,Florida,SEC,20.61,115.8,95.2,62.5,7.73,106.8,99.1,8.6,6.5,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,0.519927536231884,UC Santa Barbara,BW,3.15,103.7,100.5,64.1,0.29,104.1,103.9,-1.3,2.3,18.0,14.0,67.8,65.8,2.03,0.12,-1.32,2.53,1.22,-0.1759259259259259,2.0,Florida,2.0,Florida,10.0
221,2011,2,NW,33,1,Ohio St.,98,8,George Mason,66,1,Ohio St.,73.95089085609015,8,George Mason,66.09001005236722,Ohio St.,B10,33.47,125.0,91.5,63.8,8.82,108.9,100.0,11.4,10.4,34.0,3.0,77.1,59.7,17.46,8.38,13.39,12.45,25.84,-0.1987433862433862,George Mason,CAA,18.3,114.1,95.8,64.5,2.06,105.0,103.0,5.5,5.6,27.0,7.0,72.8,62.5,10.29,1.37,6.01,5.65,11.66,0.4537037037037037,1.0,Ohio St.,1.0,Ohio St.,20.0
222,2011,2,NW,34,4,Kentucky,71,5,West Virginia,63,4,Kentucky,67.72023219411503,5,West Virginia,67.17426415809335,Kentucky,SEC,25.82,117.8,92.0,65.0,9.81,108.4,98.5,8.7,7.8,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.5150462962962964,West Virginia,BE,20.11,114.9,94.8,62.5,12.7,111.0,98.3,4.5,8.4,21.0,12.0,69.8,64.7,5.12,11.03,5.64,10.51,16.15,0.1760620915032679,4.0,Kentucky,4.0,Kentucky,20.0
223,2011,2,NW,35,3,Syracuse,62,11,Marquette,66,3,Syracuse,72.02972971523039,11,Marquette,68.96055244543588,Syracuse,BE,22.49,114.9,92.4,64.6,9.03,108.3,99.3,7.2,7.3,27.0,8.0,73.4,63.3,10.06,8.79,9.39,9.45,18.85,0.3462643678160919,Marquette,BE,18.14,115.5,97.3,66.2,11.06,109.4,98.4,8.1,3.0,22.0,15.0,75.2,68.8,6.38,8.51,10.23,4.66,14.89,-0.1158854166666666,11.0,Marquette,3.0,Syracuse,0.0
224,2011,2,NW,36,2,North Carolina,86,7,Washington,83,2,North Carolina,80.73814900387039,7,Washington,73.20895232935018,North Carolina,ACC,22.18,111.8,89.6,70.6,11.14,109.9,98.8,11.2,4.2,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,0.2683080808080808,Washington,P10,21.69,117.7,96.0,69.9,7.21,106.9,99.7,13.7,-0.2,24.0,11.0,83.1,70.7,12.37,7.74,18.29,1.83,20.12,-0.091540404040404,2.0,North Carolina,2.0,North Carolina,20.0
225,2011,2,SW,37,1,Duke,73,8,Michigan,71,1,Duke,72.2740619368935,8,Michigan,66.772662241043,Duke,ACC,28.42,119.7,91.3,68.6,8.43,107.3,98.9,13.7,5.3,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,0.1589052287581699,Michigan,B10,17.69,112.8,95.1,61.5,12.0,110.7,98.7,1.4,7.7,21.0,14.0,66.5,62.5,4.03,10.68,3.14,11.07,14.21,0.4873737373737374,1.0,Duke,1.0,Duke,20.0
226,2011,2,SW,38,4,Texas,69,5,Arizona,70,4,Texas,71.23941045817408,5,Arizona,68.88261574678687,Texas,B12,25.93,115.5,89.6,65.5,7.61,107.5,99.9,8.0,8.1,28.0,8.0,75.0,62.2,12.86,7.96,9.52,11.3,20.82,-0.0802469135802469,Arizona,P10,19.65,117.4,97.8,65.3,7.69,107.7,100.0,9.7,3.0,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,-0.1536458333333333,5.0,Arizona,4.0,Texas,0.0
227,2011,2,SW,39,3,Connecticut,69,6,Cincinnati,58,3,Connecticut,64.24473456365696,6,Cincinnati,65.21903799485013,Connecticut,BE,23.93,115.8,91.9,64.5,12.78,110.1,97.4,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.4884259259259259,Cincinnati,BE,19.41,111.1,91.7,62.6,6.23,106.8,100.6,2.1,8.8,26.0,9.0,68.9,59.6,9.31,6.1,3.69,11.72,15.41,-0.3191425120772946,3.0,Connecticut,6.0,Cincinnati,0.0
228,2011,2,SW,40,2,San Diego St.,71,7,Temple,64,2,San Diego St.,65.24823971542656,7,Temple,65.94309814144849,San Diego St.,MWC,24.98,114.1,89.1,62.3,7.48,107.6,100.1,6.6,9.0,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,-0.3379629629629628,Temple,A10,16.84,110.5,93.7,64.2,4.04,105.5,101.5,4.1,6.6,26.0,8.0,70.6,62.5,8.12,4.23,3.97,8.38,12.35,0.0042270531400965,2.0,San Diego St.,7.0,Temple,0.0
229,2011,2,NE,41,1,Kansas,73,9,Illinois,59,1,Kansas,73.11061647987077,9,Illinois,67.50269134626203,Kansas,B12,28.38,118.9,90.6,68.4,7.75,108.2,100.5,13.3,6.5,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,-0.0087301587301587,Illinois,B10,20.14,113.3,93.1,64.8,12.29,110.6,98.3,6.4,6.1,20.0,14.0,71.0,65.4,5.62,11.11,7.98,8.74,16.72,-0.3269927536231884,1.0,Kansas,1.0,Kansas,20.0
