Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Team_x,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,BPIO_x,BPID_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,Team_y,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,BPIO_y,BPID_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y
2010,2,NE,41,1,Kentucky,90,9,Wake Forest,60,Kentucky,SEC,26.54,114.9,88.3,68.3,11.7,5.5,35,3,79.3,64.9,14.32,6.82,13.3,7.84,21.13,Wake Forest,ACC,14.12,107.1,93,68.7,6.4,3.1,20,11,72.8,69.5,3.29,8.85,8.21,3.25,11.45
2010,2,NE,42,4,Wisconsin,69,12,Cornell,87,Wisconsin,B10,23.56,115.2,91.6,59.2,2.3,13.6,24,9,67.1,56.9,10.18,7.66,2.31,15.54,17.84,Cornell,Ivy,15.92,117.4,101.5,63.9,6.9,3.6,29,5,76.4,64.5,11.88,-0.91,7.2,1.55,8.76
2010,2,NE,43,3,New Mexico,64,11,Washington,82,New Mexico,MWC,16.18,113.6,97.4,67.4,7.3,2.4,30,5,75.9,67.2,8.66,3.84,9.65,2.84,12.49,Washington,P10,18.19,111.7,93.6,71.7,10.8,0.5,26,10,79.2,70,9.22,7.49,13.31,2.33,15.64
2010,2,NE,44,2,West Virginia,68,10,Missouri,59,West Virginia,BE,25.54,117.2,91.7,62.6,7.8,8.7,31,7,72.4,63.5,8.89,10.26,7.6,11.56,19.16,Missouri,B12,19.99,111.5,91.5,68.8,9.1,4.6,23,11,77.3,66.2,11.03,6.36,11.31,6.08,17.39
2010,2,SE,45,1,Duke,68,8,California,53,Duke,ACC,33.29,121,87.7,64.7,12.8,9.6,35,5,77,61,15.95,9.21,13.17,12.04,25.21,California,P10,22.15,119.6,97.4,67.1,11.3,0.5,24,11,77.2,68.2,9.03,8.26,13.43,3.86,17.29
2010,2,SE,46,4,Purdue,63,5,Texas A&M,61,Purdue,B10,22.05,109.8,87.7,66.2,5.6,9.3,29,6,70.5,61.3,9.23,8.81,6.09,11.43,17.52,Texas A&M,B12,21.33,112.6,91.2,64.3,4.4,6.8,24,10,71.4,64.5,6.88,9.8,5.7,9.54,15.24
2010,2,SE,47,3,Baylor,76,11,Old Dominion,68,Baylor,B12,24.95,119.2,94.3,64.5,9.5,6,28,8,77,65.6,11.36,8.03,9.58,8.39,17.97,Old Dominion,CAA,17.51,107.8,90.3,62.6,0.3,11,27,9,67.1,57.5,9.61,1.78,-0.52,11.91,11.39
2010,2,SE,48,2,Villanova,68,10,Saint Mary's,75,Villanova,BE,21.24,117.2,96,71.2,14.5,0.6,25,8,81.8,72.8,8.97,7.75,16.74,-0.02,16.72,Saint Mary's,WCC,18.59,116.5,97.9,66.2,8.3,0.9,28,6,78.5,66.4,12.06,2.2,10.03,3.35,13.38
2010,3,NW,49,5,Michigan St.,59,9,Northern Iowa,52,Michigan St.,B10,20.13,112.8,92.7,65.3,6.3,5.9,28,9,71.8,63.8,8.03,8.17,7.35,7.99,15.33,Northern Iowa,MVC,18.87,109.6,90.8,58.9,-2.7,12.9,30,5,63.3,55.1,8.2,4.27,-2.81,14.84,12.03
2010,3,NW,50,2,Ohio St.,73,6,Tennessee,76,Ohio St.,B10,24.99,117.5,92.5,64.6,8.5,8,29,8,74.1,61.5,12.59,7.37,10.34,9.15,19.49,Tennessee,SEC,18.5,108.9,90.4,67.5,7.1,6.7,28,9,73.5,65.2,8.3,7.75,7.86,8.19,16.05
2010,3,SW,51,1,Syracuse,59,5,Butler,63,Syracuse,BE,27.62,118.5,90.9,68.7,13.4,5.5,30,5,80.9,66.4,14.51,7.21,14.9,6.82,21.72,Butler,Horz,22.45,111,88.5,63,3.1,9.4,33,5,68.7,59.4,9.29,5.08,2.5,11.87,14.37
2010,3,SW,52,2,Kansas St.,101,6,Xavier,96,Kansas St.,B12,25.52,116.1,90.6,69.4,11.3,3.3,29,8,79.7,69.8,9.86,10.28,14.47,5.41,19.88,Xavier,A10,20.87,115.5,94.6,68.9,11.9,1.6,26,9,79.8,69.5,10.29,5.94,14.53,1.69,16.23
2010,3,NE,53,1,Kentucky,62,12,Cornell,45,Kentucky,SEC,26.54,114.9,88.3,68.3,11.7,5.5,35,3,79.3,64.9,14.32,6.82,13.3,7.84,21.13,Cornell,Ivy,15.92,117.4,101.5,63.9,6.9,3.6,29,5,76.4,64.5,11.88,-0.91,7.2,1.55,8.76
2010,3,NE,54,2,West Virginia,69,11,Washington,56,West Virginia,BE,25.54,117.2,91.7,62.6,7.8,8.7,31,7,72.4,63.5,8.89,10.26,7.6,11.56,19.16,Washington,P10,18.19,111.7,93.6,71.7,10.8,0.5,26,10,79.2,70,9.22,7.49,13.31,2.33,15.64
2010,3,SE,55,1,Duke,70,4,Purdue,57,Duke,ACC,33.29,121,87.7,64.7,12.8,9.6,35,5,77,61,15.95,9.21,13.17,12.04,25.21,Purdue,B10,22.05,109.8,87.7,66.2,5.6,9.3,29,6,70.5,61.3,9.23,8.81,6.09,11.43,17.52
2010,3,SE,56,3,Baylor,72,10,Saint Mary's,49,Baylor,B12,24.95,119.2,94.3,64.5,9.5,6,28,8,77,65.6,11.36,8.03,9.58,8.39,17.97,Saint Mary's,WCC,18.59,116.5,97.9,66.2,8.3,0.9,28,6,78.5,66.4,12.06,2.2,10.03,3.35,13.38
2010,4,NW,57,5,Michigan St.,70,6,Tennessee,69,Michigan St.,B10,20.13,112.8,92.7,65.3,6.3,5.9,28,9,71.8,63.8,8.03,8.17,7.35,7.99,15.33,Tennessee,SEC,18.5,108.9,90.4,67.5,7.1,6.7,28,9,73.5,65.2,8.3,7.75,7.86,8.19,16.05
2010,4,SW,58,2,Kansas St.,56,5,Butler,63,Kansas St.,B12,25.52,116.1,90.6,69.4,11.3,3.3,29,8,79.7,69.8,9.86,10.28,14.47,5.41,19.88,Butler,Horz,22.45,111,88.5,63,3.1,9.4,33,5,68.7,59.4,9.29,5.08,2.5,11.87,14.37
2010,4,NE,59,1,Kentucky,66,2,West Virginia,73,Kentucky,SEC,26.54,114.9,88.3,68.3,11.7,5.5,35,3,79.3,64.9,14.32,6.82,13.3,7.84,21.13,West Virginia,BE,25.54,117.2,91.7,62.6,7.8,8.7,31,7,72.4,63.5,8.89,10.26,7.6,11.56,19.16
2010,4,SE,60,1,Duke,78,3,Baylor,71,Duke,ACC,33.29,121,87.7,64.7,12.8,9.6,35,5,77,61,15.95,9.21,13.17,12.04,25.21,Baylor,B12,24.95,119.2,94.3,64.5,9.5,6,28,8,77,65.6,11.36,8.03,9.58,8.39,17.97
2010,5,F4,61,5,Butler,52,5,Michigan St.,50,Butler,Horz,22.45,111,88.5,63,3.1,9.4,33,5,68.7,59.4,9.29,5.08,2.5,11.87,14.37,Michigan St.,B10,20.13,112.8,92.7,65.3,6.3,5.9,28,9,71.8,63.8,8.03,8.17,7.35,7.99,15.33
2010,5,F4,62,1,Duke,78,2,West Virginia,57,Duke,ACC,33.29,121,87.7,64.7,12.8,9.6,35,5,77,61,15.95,9.21,13.17,12.04,25.21,West Virginia,BE,25.54,117.2,91.7,62.6,7.8,8.7,31,7,72.4,63.5,8.89,10.26,7.6,11.56,19.16
2010,6,Champ,63,1,Duke,61,5,Butler,59,Duke,ACC,33.29,121,87.7,64.7,12.8,9.6,35,5,77,61,15.95,9.21,13.17,12.04,25.21,Butler,Horz,22.45,111,88.5,63,3.1,9.4,33,5,68.7,59.4,9.29,5.08,2.5,11.87,14.37
2011,1,NW,1,1,Ohio St.,75,16,UTSA,46,Ohio St.,B10,33.47,125,91.5,63.8,11.4,10.4,34,3,77.1,59.7,17.46,8.38,13.39,12.45,25.84,UTSA,Slnd,-5.32,101.8,107.1,66.7,-1.9,-2.9,20,14,70.1,69.5,0.62,-4.93,-1.8,-4.01,-5.8
2011,1,NW,2,8,George Mason,61,9,Villanova,57,George Mason,CAA,18.3,114.1,95.8,64.5,5.5,5.6,27,7,72.8,62.5,10.29,1.37,6.01,5.65,11.66,Villanova,BE,17.83,114.9,97,65,7.1,5.2,21,12,72.2,65.4,6.82,8.23,8.23,6.82,15.05
2011,1,NW,3,5,West Virginia,84,12,Clemson,76,West Virginia,BE,20.11,114.9,94.8,62.5,4.5,8.4,21,12,69.8,64.7,5.12,11.03,5.64,10.51,16.15,Clemson,ACC,18.16,109.6,91.5,63.9,2.3,8.4,22,12,68.5,61.4,7.18,6.58,3.37,10.39,13.76
2011,1,NW,4,4,Kentucky,59,13,Princeton,57,Kentucky,SEC,25.82,117.8,92,65,8.7,7.8,29,9,74.9,63.5,11.39,8.91,10.67,9.64,20.3,Princeton,Ivy,9.09,107.2,98.1,62.6,0.1,4.6,25,7,69.2,63,6.19,-1.61,-0.3,4.02,3.71
2011,1,NW,5,6,Xavier,55,11,Marquette,66,Xavier,A10,16.02,112.8,96.8,64.3,5.2,5.3,24,8,72.1,64.6,7.47,4.41,6.3,5.58,11.88,Marquette,BE,18.14,115.5,97.3,66.2,8.1,3,22,15,75.2,68.8,6.38,8.51,10.23,4.66,14.89
2011,1,NW,6,3,Syracuse,77,14,Indiana St.,60,Syracuse,BE,22.49,114.9,92.4,64.6,7.2,7.3,27,8,73.4,63.3,10.06,8.79,9.39,9.45,18.85,Indiana St.,MVC,5.45,102.8,97.4,65,0.1,3.4,20,14,66.3,64.5,1.79,2.9,-0.19,3.6,3.41
2011,1,NW,7,7,Washington,68,10,Georgia,65,Washington,P10,21.69,117.7,96,69.9,13.7,-0.2,24,11,83.1,70.7,12.37,7.74,18.29,1.83,20.12,Georgia,SEC,12.24,108.2,95.9,63.5,3.5,5.8,21,12,68.7,64.4,4.3,6.13,3.47,6.97,10.43
2011,1,NW,8,2,North Carolina,102,15,LIU,87,North Carolina,ACC,22.18,111.8,89.6,70.6,11.2,4.2,29,8,77.5,68.8,8.73,10.15,13,5.87,18.87,LIU,NEC,5.43,109.6,104.2,73.3,9.8,-6.7,27,6,82.7,74.7,8,-5.77,11.47,-9.24,2.23
2011,1,SW,9,1,Duke,87,16,Hampton,45,Duke,ACC,28.42,119.7,91.3,68.6,13.7,5.3,32,5,80.9,64.7,16.19,8.32,16.55,7.95,24.51,Hampton,MEAC,-4.21,94.4,98.7,66.1,-4.8,2,24,9,66.6,62.7,3.85,-8.77,-6.55,1.35,-5.2
2011,1,SW,10,8,Michigan,75,9,Tennessee,45,Michigan,B10,17.69,112.8,95.1,61.5,1.4,7.7,21,14,66.5,62.5,4.03,10.68,3.14,11.07,14.21,Tennessee,SEC,12.41,108,95.6,66.1,4.4,4.7,19,15,69.9,67.5,2.35,8.73,5.2,5.89,11.08
2011,1,SW,11,5,Arizona,77,12,Memphis,75,Arizona,P10,19.65,117.4,97.8,65.3,9.7,3,30,8,76.4,67.9,8.55,7.99,11.12,5.42,16.54,Memphis,CUSA,6.98,104.5,97.6,67.6,4.5,1.3,25,10,72.1,68.3,3.77,3.14,4.94,1.97,6.91
2011,1,SW,12,4,Texas,85,13,Oakland,81,Texas,B12,25.93,115.5,89.6,65.5,8,8.1,28,8,75,62.2,12.86,7.96,9.52,11.3,20.82,Oakland,Sum,13.31,118.6,105.3,71.1,13.4,-6.1,25,10,85.5,76.9,8.63,0.1,15.9,-7.62,8.28
2011,1,SW,13,6,Cincinnati,78,11,Missouri,63,Cincinnati,BE,19.41,111.1,91.7,62.6,2.1,8.8,26,9,68.9,59.6,9.31,6.1,3.69,11.72,15.41,Missouri,B12,15.54,113.4,97.8,70.7,11.1,0.4,23,11,80.8,71.6,9.21,6.5,14.73,0.04,14.77
2011,1,SW,14,3,Connecticut,81,14,Bucknell,52,Connecticut,BE,23.93,115.8,91.9,64.5,6.8,5,32,9,72.4,64.9,7.51,10.44,9.23,8.72,17.95,Bucknell,Pat,6.57,105.8,99.2,64.5,-0.2,3.5,25,9,70.2,63.9,6.26,-3.87,-1.02,3.42,2.39
2011,1,SW,15,7,Temple,66,10,Penn St.,64,Temple,A10,16.84,110.5,93.7,64.2,4.1,6.6,26,8,70.6,62.5,8.12,4.23,3.97,8.38,12.35,Penn St.,B10,14.88,113.1,98.3,59.4,-0.4,7.9,19,15,63.1,62.5,0.53,11.45,0.94,11.04,11.98
2011,1,SW,16,2,San Diego St.,68,15,Northern Colorado,50,San Diego St.,MWC,24.98,114.1,89.1,62.3,6.6,9,34,3,71.9,59.2,12.65,6.36,5.28,12.68,17.96,Northern Colorado,BSky,4.05,106.3,102.2,66.6,1.9,-0.1,21,11,71.5,65.8,5.69,-2.24,1.69,-0.3,1.39
2011,1,NE,17,1,Kansas,72,16,Boston University,53,Kansas,B12,28.38,118.9,90.6,68.4,13.3,6.5,35,3,81.2,64.7,16.47,7.62,15.48,8.62,24.1,Boston University,AE,-0.5,103.4,103.9,62.6,-1.6,1.7,21,14,64.9,63.5,1.37,-3.85,-3.87,1.39,-2.48
2011,1,NE,18,8,UNLV,62,9,Illinois,73,UNLV,MWC,17.75,110.6,92.9,66.4,5.9,6.4,24,9,71.6,62.9,8.67,6,6.84,7.82,14.67,Illinois,B10,20.14,113.3,93.1,64.8,6.4,6.1,20,14,71,65.4,5.62,11.11,7.98,8.74,16.72
2011,1,NE,19,5,Vanderbilt,66,12,Richmond,69,Vanderbilt,SEC,17.33,116.6,99.2,66.1,9.1,3.5,23,11,75.9,67.7,8.24,6.86,11.12,3.97,15.1,Richmond,A10,16.01,112.6,96.5,62.1,2.8,7.4,29,8,69.6,61.2,8.43,2.79,2.85,8.38,11.23
2011,1,NE,20,4,Louisville,61,13,Morehead St.,62,Louisville,BE,22.26,111.4,89.2,66.8,8,5.9,25,10,74.9,64.5,10.4,8.2,10.42,8.18,18.6,Morehead St.,OVC,7.01,105.6,98.6,63.4,-0.1,5.1,25,10,68.9,61.8,7.14,-3.13,-1.68,4.49,2.81
2011,1,NE,21,6,Georgetown,56,11,VCU,74,Georgetown,BE,17.65,114.2,96.6,63.4,5.8,5.9,21,11,70.6,66.3,4.22,10.39,7.15,7.47,14.61,VCU,CAA,13.49,112,98.5,65.6,6.6,1.6,28,12,71.6,66.8,4.78,3.78,6.2,2.36,8.56
2011,1,NE,22,3,Purdue,65,14,Saint Peter's,43,Purdue,B10,24.79,115.9,91.1,66,7.1,9.1,26,8,72.5,61.9,10.68,8.69,9.34,10.02,19.36,Saint Peter's,MAAC,2.73,95.2,92.5,64.1,-6,7.6,20,14,60.9,60.1,0.79,-1.08,-8.05,7.77,-0.28
2011,1,NE,23,7,Texas A&M,50,10,Florida St.,57,Texas A&M,B12,14.62,110,95.4,60.9,1.1,8.7,24,9,68.3,60.9,7.42,5.94,2.24,10.38,12.62,Florida St.,ACC,16.76,104.5,87.7,66.7,2.3,8.3,23,11,69.1,62,7.03,6.45,3.52,9.97,13.48
2011,1,NE,24,2,Notre Dame,69,15,Akron,56,Notre Dame,BE,23.25,120.9,97.7,63.1,9.8,4.2,27,7,75.2,65.5,9.74,8.43,11.1,7.07,18.17,Akron,MAC,4.09,103.7,99.6,65.9,1.2,1.9,23,13,70.1,65.7,4.42,-1.02,0.77,1.37,2.15
2011,1,SE,25,1,Pittsburgh,74,16,UNC Asheville,51,Pittsburgh,BE,27.08,120.6,93.5,61.8,8.8,9.4,28,6,73.9,61,12.97,7.85,9.54,11.28,20.82,UNC Asheville,BSth,1.91,101.9,100,67.4,2.6,-1.7,20,14,73.7,68.6,5.09,-2.89,1.73,-2.42,-0.69
2011,1,SE,26,8,Butler,60,9,Old Dominion,58,Butler,Horz,16.46,112.3,95.9,63.5,5,5.2,28,10,71.2,64.1,7.11,5.02,5.06,6.48,11.53,Old Dominion,CAA,14.66,110,95.4,60.4,-0.5,10,27,7,65.6,58.4,7.26,1.76,-1.53,10.56,9.03
2011,1,SE,27,5,Kansas St.,73,12,Utah St.,68,Kansas St.,B12,17.42,111.1,93.6,66.4,5.8,5.1,23,11,72.9,66.1,6.71,8.41,7.55,7.04,14.59,Utah St.,WAC,19.32,111.2,91.8,62.4,2.9,8.5,30,4,72,58.7,13.35,0.5,1.88,11.35,13.23
2011,1,SE,28,4,Wisconsin,72,13,Belmont,58,Wisconsin,B10,25.84,122.3,96.5,56.9,3.7,12.2,25,9,67.9,58.6,9.35,9.42,4.24,14.52,18.77,Belmont,ASun,18.48,112.6,94.1,68.4,9.1,4.4,30,5,79.7,62.2,17.49,-4.42,9.39,3.68,13.07
2011,1,SE,29,6,St. John's,71,11,Gonzaga,86,St. John's,BE,15.87,111.2,95.3,66,4,4.7,21,12,70.1,67,3.09,10.01,6.41,6.69,13.1,Gonzaga,WCC,16.45,112.1,95.6,66.1,7.9,2.4,25,10,76.7,65.9,10.77,4.01,8.59,5.27,13.86
2011,1,SE,30,3,BYU,74,14,Wofford,66,BYU,MWC,23.22,117.5,94.3,70.2,13.2,0.8,32,5,81.4,67.9,13.51,5.76,15.83,2.82,18.65,Wofford,SC,8.17,112.3,104.2,63.2,4.7,0.6,21,13,73.6,68,5.56,-1.21,4.08,0.27,4.35
2011,1,SE,31,7,UCLA,78,10,Michigan St.,76,UCLA,P10,13.57,108.7,95.1,65.5,3.3,2.7,23,11,70.1,66.3,3.76,7.93,5.03,6.67,11.7,Michigan St.,B10,15.08,109.5,94.4,65,4.6,5,19,15,68.8,66.6,2.21,11.67,6.14,7.56,13.7
2011,1,SE,32,2,Florida,79,15,UC Santa Barbara,51,Florida,SEC,20.61,115.8,95.2,62.5,8.6,6.5,29,8,72.1,63.4,8.7,7.57,7.74,8.53,16.27,UC Santa Barbara,BW,3.15,103.7,100.5,64.1,-1.3,2.3,18,14,67.8,65.8,2.03,0.12,-1.32,2.53,1.22
2011,2,NW,33,1,Ohio St.,98,8,George Mason,66,Ohio St.,B10,33.47,125,91.5,63.8,11.4,10.4,34,3,77.1,59.7,17.46,8.38,13.39,12.45,25.84,George Mason,CAA,18.3,114.1,95.8,64.5,5.5,5.6,27,7,72.8,62.5,10.29,1.37,6.01,5.65,11.66
2011,2,NW,34,4,Kentucky,71,5,West Virginia,63,Kentucky,SEC,25.82,117.8,92,65,8.7,7.8,29,9,74.9,63.5,11.39,8.91,10.67,9.64,20.3,West Virginia,BE,20.11,114.9,94.8,62.5,4.5,8.4,21,12,69.8,64.7,5.12,11.03,5.64,10.51,16.15
2011,2,NW,35,3,Syracuse,62,11,Marquette,66,Syracuse,BE,22.49,114.9,92.4,64.6,7.2,7.3,27,8,73.4,63.3,10.06,8.79,9.39,9.45,18.85,Marquette,BE,18.14,115.5,97.3,66.2,8.1,3,22,15,75.2,68.8,6.38,8.51,10.23,4.66,14.89
2011,2,NW,36,2,North Carolina,86,7,Washington,83,North Carolina,ACC,22.18,111.8,89.6,70.6,11.2,4.2,29,8,77.5,68.8,8.73,10.15,13,5.87,18.87,Washington,P10,21.69,117.7,96,69.9,13.7,-0.2,24,11,83.1,70.7,12.37,7.74,18.29,1.83,20.12
2011,2,SW,37,1,Duke,73,8,Michigan,71,Duke,ACC,28.42,119.7,91.3,68.6,13.7,5.3,32,5,80.9,64.7,16.19,8.32,16.55,7.95,24.51,Michigan,B10,17.69,112.8,95.1,61.5,1.4,7.7,21,14,66.5,62.5,4.03,10.68,3.14,11.07,14.21
2011,2,SW,38,4,Texas,69,5,Arizona,70,Texas,B12,25.93,115.5,89.6,65.5,8,8.1,28,8,75,62.2,12.86,7.96,9.52,11.3,20.82,Arizona,P10,19.65,117.4,97.8,65.3,9.7,3,30,8,76.4,67.9,8.55,7.99,11.12,5.42,16.54
2011,2,SW,39,3,Connecticut,69,6,Cincinnati,58,Connecticut,BE,23.93,115.8,91.9,64.5,6.8,5,32,9,72.4,64.9,7.51,10.44,9.23,8.72,17.95,Cincinnati,BE,19.41,111.1,91.7,62.6,2.1,8.8,26,9,68.9,59.6,9.31,6.1,3.69,11.72,15.41
2011,2,SW,40,2,San Diego St.,71,7,Temple,64,San Diego St.,MWC,24.98,114.1,89.1,62.3,6.6,9,34,3,71.9,59.2,12.65,6.36,5.28,12.68,17.96,Temple,A10,16.84,110.5,93.7,64.2,4.1,6.6,26,8,70.6,62.5,8.12,4.23,3.97,8.38,12.35
2011,2,NE,41,1,Kansas,73,9,Illinois,59,Kansas,B12,28.38,118.9,90.6,68.4,13.3,6.5,35,3,81.2,64.7,16.47,7.62,15.48,8.62,24.1,Illinois,B10,20.14,113.3,93.1,64.8,6.4,6.1,20,14,71,65.4,5.62,11.11,7.98,8.74,16.72
2011,2,NE,42,12,Richmond,65,13,Morehead St.,48,Richmond,A10,16.01,112.6,96.5,62.1,2.8,7.4,29,8,69.6,61.2,8.43,2.79,2.85,8.38,11.23,Morehead St.,OVC,7.01,105.6,98.6,63.4,-0.1,5.1,25,10,68.9,61.8,7.14,-3.13,-1.68,4.49,2.81
2011,2,NE,43,3,Purdue,76,11,VCU,94,Purdue,B10,24.79,115.9,91.1,66,7.1,9.1,26,8,72.5,61.9,10.68,8.69,9.34,10.02,19.36,VCU,CAA,13.49,112,98.5,65.6,6.6,1.6,28,12,71.6,66.8,4.78,3.78,6.2,2.36,8.56
2011,2,NE,44,2,Notre Dame,57,10,Florida St.,71,Notre Dame,BE,23.25,120.9,97.7,63.1,9.8,4.2,27,7,75.2,65.5,9.74,8.43,11.1,7.07,18.17,Florida St.,ACC,16.76,104.5,87.7,66.7,2.3,8.3,23,11,69.1,62,7.03,6.45,3.52,9.97,13.48
2011,2,SE,45,1,Pittsburgh,70,8,Butler,71,Pittsburgh,BE,27.08,120.6,93.5,61.8,8.8,9.4,28,6,73.9,61,12.97,7.85,9.54,11.28,20.82,Butler,Horz,16.46,112.3,95.9,63.5,5,5.2,28,10,71.2,64.1,7.11,5.02,5.06,6.48,11.53
2011,2,SE,46,4,Wisconsin,70,5,Kansas St.,65,Wisconsin,B10,25.84,122.3,96.5,56.9,3.7,12.2,25,9,67.9,58.6,9.35,9.42,4.24,14.52,18.77,Kansas St.,B12,17.42,111.1,93.6,66.4,5.8,5.1,23,11,72.9,66.1,6.71,8.41,7.55,7.04,14.59
2011,2,SE,47,3,BYU,89,11,Gonzaga,67,BYU,MWC,23.22,117.5,94.3,70.2,13.2,0.8,32,5,81.4,67.9,13.51,5.76,15.83,2.82,18.65,Gonzaga,WCC,16.45,112.1,95.6,66.1,7.9,2.4,25,10,76.7,65.9,10.77,4.01,8.59,5.27,13.86
2011,2,SE,48,2,Florida,73,7,UCLA,65,Florida,SEC,20.61,115.8,95.2,62.5,8.6,6.5,29,8,72.1,63.4,8.7,7.57,7.74,8.53,16.27,UCLA,P10,13.57,108.7,95.1,65.5,3.3,2.7,23,11,70.1,66.3,3.76,7.93,5.03,6.67,11.7
2011,3,NW,49,1,Ohio St.,60,4,Kentucky,62,Ohio St.,B10,33.47,125,91.5,63.8,11.4,10.4,34,3,77.1,59.7,17.46,8.38,13.39,12.45,25.84,Kentucky,SEC,25.82,117.8,92,65,8.7,7.8,29,9,74.9,63.5,11.39,8.91,10.67,9.64,20.3
2011,3,NW,50,2,North Carolina,81,11,Marquette,63,North Carolina,ACC,22.18,111.8,89.6,70.6,11.2,4.2,29,8,77.5,68.8,8.73,10.15,13,5.87,18.87,Marquette,BE,18.14,115.5,97.3,66.2,8.1,3,22,15,75.2,68.8,6.38,8.51,10.23,4.66,14.89
2011,3,SW,51,1,Duke,77,5,Arizona,93,Duke,ACC,28.42,119.7,91.3,68.6,13.7,5.3,32,5,80.9,64.7,16.19,8.32,16.55,7.95,24.51,Arizona,P10,19.65,117.4,97.8,65.3,9.7,3,30,8,76.4,67.9,8.55,7.99,11.12,5.42,16.54
2011,3,SW,52,2,San Diego St.,67,3,Connecticut,74,San Diego St.,MWC,24.98,114.1,89.1,62.3,6.6,9,34,3,71.9,59.2,12.65,6.36,5.28,12.68,17.96,Connecticut,BE,23.93,115.8,91.9,64.5,6.8,5,32,9,72.4,64.9,7.51,10.44,9.23,8.72,17.95
2011,3,NE,53,1,Kansas,77,12,Richmond,57,Kansas,B12,28.38,118.9,90.6,68.4,13.3,6.5,35,3,81.2,64.7,16.47,7.62,15.48,8.62,24.1,Richmond,A10,16.01,112.6,96.5,62.1,2.8,7.4,29,8,69.6,61.2,8.43,2.79,2.85,8.38,11.23
2011,3,NE,54,10,Florida St.,71,11,VCU,72,Florida St.,ACC,16.76,104.5,87.7,66.7,2.3,8.3,23,11,69.1,62,7.03,6.45,3.52,9.97,13.48,VCU,CAA,13.49,112,98.5,65.6,6.6,1.6,28,12,71.6,66.8,4.78,3.78,6.2,2.36,8.56
2011,3,SE,55,4,Wisconsin,54,8,Butler,61,Wisconsin,B10,25.84,122.3,96.5,56.9,3.7,12.2,25,9,67.9,58.6,9.35,9.42,4.24,14.52,18.77,Butler,Horz,16.46,112.3,95.9,63.5,5,5.2,28,10,71.2,64.1,7.11,5.02,5.06,6.48,11.53
2011,3,SE,56,2,Florida,83,3,BYU,74,Florida,SEC,20.61,115.8,95.2,62.5,8.6,6.5,29,8,72.1,63.4,8.7,7.57,7.74,8.53,16.27,BYU,MWC,23.22,117.5,94.3,70.2,13.2,0.8,32,5,81.4,67.9,13.51,5.76,15.83,2.82,18.65
2011,4,NW,57,2,North Carolina,69,4,Kentucky,76,North Carolina,ACC,22.18,111.8,89.6,70.6,11.2,4.2,29,8,77.5,68.8,8.73,10.15,13,5.87,18.87,Kentucky,SEC,25.82,117.8,92,65,8.7,7.8,29,9,74.9,63.5,11.39,8.91,10.67,9.64,20.3
2011,4,SW,58,3,Connecticut,65,5,Arizona,63,Connecticut,BE,23.93,115.8,91.9,64.5,6.8,5,32,9,72.4,64.9,7.51,10.44,9.23,8.72,17.95,Arizona,P10,19.65,117.4,97.8,65.3,9.7,3,30,8,76.4,67.9,8.55,7.99,11.12,5.42,16.54
2011,4,NE,59,1,Kansas,61,11,VCU,71,Kansas,B12,28.38,118.9,90.6,68.4,13.3,6.5,35,3,81.2,64.7,16.47,7.62,15.48,8.62,24.1,VCU,CAA,13.49,112,98.5,65.6,6.6,1.6,28,12,71.6,66.8,4.78,3.78,6.2,2.36,8.56
2011,4,SE,60,2,Florida,71,8,Butler,74,Florida,SEC,20.61,115.8,95.2,62.5,8.6,6.5,29,8,72.1,63.4,8.7,7.57,7.74,8.53,16.27,Butler,Horz,16.46,112.3,95.9,63.5,5,5.2,28,10,71.2,64.1,7.11,5.02,5.06,6.48,11.53
2011,5,F4,61,3,Connecticut,56,4,Kentucky,55,Connecticut,BE,23.93,115.8,91.9,64.5,6.8,5,32,9,72.4,64.9,7.51,10.44,9.23,8.72,17.95,Kentucky,SEC,25.82,117.8,92,65,8.7,7.8,29,9,74.9,63.5,11.39,8.91,10.67,9.64,20.3
2011,5,F4,62,8,Butler,70,11,VCU,62,Butler,Horz,16.46,112.3,95.9,63.5,5,5.2,28,10,71.2,64.1,7.11,5.02,5.06,6.48,11.53,VCU,CAA,13.49,112,98.5,65.6,6.6,1.6,28,12,71.6,66.8,4.78,3.78,6.2,2.36,8.56
2011,6,Champ,63,3,Connecticut,53,8,Butler,41,Connecticut,BE,23.93,115.8,91.9,64.5,6.8,5,32,9,72.4,64.9,7.51,10.44,9.23,8.72,17.95,Butler,Horz,16.46,112.3,95.9,63.5,5,5.2,28,10,71.2,64.1,7.11,5.02,5.06,6.48,11.53
2012,1,NW,1,1,Kentucky,81,16,Western Kentucky,66,Kentucky,SEC,32.59,122.2,89.6,65.4,11.9,8.2,38,2,77.4,60.6,16.8,7.93,13.97,10.75,24.73,Western Kentucky,SB,-2.67,97.8,100.5,67.9,-2.6,-1.3,16,19,64.9,68.1,-3.17,0.51,-1.68,-0.98,-2.66
